seq	time	q0	q1	q2	q3	q4	q5	Dq0	Dq1	Dq2	Dq3	Dq4	Dq5	eff0	eff1	eff2	eff3	eff4	eff5	
25	1580482312.560682220	0.00239549	-0.895081	2.13237	-2.79042	-1.56954	-2.62329	2.71279e-05	-3.63018e-05	2.54909e-05	9.64667e-07	2.5991e-06	-1.51529e-05	15.5174	-13.9241	0.00214057	2.46289	2.586	-2.26105	
26	1580482312.568700053	0.00239654	-0.895081	2.13237	-2.79042	-1.56954	-2.6233	3.24313e-05	-3.49471e-05	3.51244e-05	5.56229e-06	1.0519e-05	-2.39305e-05	15.5175	-13.9241	0.00294952	2.55312	2.58603	-2.26108	
27	1580482312.576700157	0.0023986	-0.895083	2.13237	-2.79042	-1.56954	-2.62329	4.34098e-05	-4.62465e-05	4.38604e-05	9.72554e-06	-7.29842e-06	-6.75865e-06	15.5178	-13.9243	0.00368312	2.55313	-2.58602	-2.26103	
28	1580482312.584728268	0.0024016	-0.895085	2.13237	-2.79042	-1.56954	-2.62329	5.95013e-05	-5.64612e-05	5.17515e-05	1.34814e-05	-1.10703e-05	-9.82446e-06	15.5182	-13.9245	0.00434576	2.55315	-2.58603	-2.26104	
29	1580482312.592704480	0.00240129	-0.895084	2.13237	-2.79042	-1.56954	-2.62329	5.5693e-05	-4.71418e-05	4.66675e-05	1.05218e-05	-2.31653e-06	-1.26244e-05	15.5181	-13.9243	0.00391884	2.55314	-2.586	-2.26105	
30	1580482312.600690589	0.00239785	-0.895081	2.13237	-2.79042	-1.56954	-2.62329	3.38077e-05	-2.63765e-05	4.18832e-05	1.70954e-06	-6.36357e-06	-2.97287e-06	15.5175	-13.9239	0.00351709	2.55311	-2.58601	-2.26102	
31	1580482312.608707753	0.00239872	-0.895082	2.13237	-2.79042	-1.56954	-2.6233	3.7702e-05	-3.12066e-05	3.73854e-05	5.81252e-06	-1.62914e-05	-1.82063e-05	15.5176	-13.924	0.00313939	2.55312	-2.58605	-2.26106	
32	1580482312.616716150	0.00239955	-0.895078	2.13237	-2.79042	-1.56954	-2.6233	4.11571e-05	-1.17838e-05	3.31611e-05	3.35851e-06	-1.32388e-05	-2.62148e-05	15.5177	-13.9237	0.00278466	2.55311	-2.58604	-2.26108	
33	1580482312.624675396	0.00240239	-0.895078	2.13237	-2.79042	-1.56954	-2.62329	5.60535e-05	-1.15937e-05	4.68841e-05	1.07023e-06	-1.03964e-05	-1.57064e-05	15.5181	-13.9237	0.00393703	2.5531	-2.58603	-2.26106	
34	1580482312.632702998	0.00240201	-0.895077	2.13237	-2.79042	-1.56954	-2.6233	5.19304e-05	-5.53987e-06	5.93763e-05	-1.05924e-06	-7.75419e-06	-2.36796e-05	15.518	-13.9236	0.00498605	-2.5531	-2.58602	-2.26108	
35	1580482312.640693961	0.00240163	-0.895074	2.13238	-2.79042	-1.56954	-2.6233	4.79742e-05	1.16494e-05	8.25466e-05	-1.46459e-05	-1.11072e-05	-2.51529e-05	15.5179	13.9237	0.00693174	-2.55315	-2.58603	-2.26108	
36	1580482312.648770535	0.00240024	-0.895076	2.13238	-2.79042	-1.56954	-2.6233	3.83902e-05	4.38624e-06	8.61265e-05	-9.61469e-06	-1.41617e-05	-2.06873e-05	15.5176	13.9235	0.00723236	-2.55313	-2.58604	-2.26107	
37	1580482312.656677487	0.0023989	-0.895078	2.13238	-2.79042	-1.56954	-2.6233	2.94425e-05	-8.26633e-06	8.34625e-05	-1.09203e-05	-1.6934e-05	-3.95135e-05	15.5174	-13.9236	0.00700865	-2.55314	-2.58605	-2.26112	
38	1580482312.664701318	0.00239863	-0.895076	2.13238	-2.79043	-1.56954	-2.6233	2.68092e-05	3.02768e-06	8.64493e-05	-2.34623e-05	-2.41144e-06	-3.96122e-05	15.5174	13.9235	0.00725947	-2.55318	-2.586	-2.26112	
39	1580482312.672632952	0.00239836	-0.895077	2.13238	-2.79042	-1.56954	-2.6233	2.42938e-05	-3.48073e-06	7.76885e-05	-1.78424e-05	1.09806e-05	-3.3964e-05	15.5173	-13.9235	0.00652379	-2.55316	2.58603	-2.2611	
40	1580482312.680634881	0.0023981	-0.895075	2.13238	-2.79043	-1.56954	-2.6233	2.18935e-05	7.30734e-06	6.37961e-05	-2.40391e-05	6.94933e-07	-3.42619e-05	15.5172	13.9236	0.00535719	-2.55318	1.79709	-2.2611	
41	1580482312.688609534	0.00240084	-0.895072	2.13238	-2.79043	-1.56954	-2.6233	3.63604e-05	2.27906e-05	5.63553e-05	-2.41483e-05	8.09107e-06	-2.32253e-05	15.5176	13.9239	0.00473236	-2.55318	2.58602	-2.26108	
42	1580482312.696663641	0.00239947	-0.895071	2.13238	-2.79043	-1.56954	-2.6233	2.74145e-05	2.5979e-05	5.48462e-05	-3.52295e-05	1.4894e-05	-2.9641e-05	15.5174	13.9239	0.00460564	-2.55322	2.58604	-2.26109	
43	1580482312.704655356	0.00240307	-0.895073	2.13238	-2.79043	-1.56954	-2.6233	4.64339e-05	1.7887e-05	5.32987e-05	-3.98983e-05	2.11329e-05	-3.54888e-05	15.5179	13.9238	0.00447569	-2.55323	2.58607	-2.26111	
44	1580482312.712663524	0.00240259	-0.89507	2.13238	-2.79043	-1.56953	-2.6233	4.21501e-05	3.21245e-05	5.71616e-05	-3.86708e-05	2.68362e-05	-2.43628e-05	15.5177	13.924	0.00480007	-2.55323	2.58609	-2.26108	
45	1580482312.720656039	0.00240114	-0.89507	2.13238	-2.79043	-1.56953	-2.6233	3.26269e-05	2.89713e-05	4.97599e-05	-4.28467e-05	2.12195e-05	-3.03429e-05	15.5175	13.924	0.00417852	-2.55324	2.58607	-2.26109	
46	1580482312.728670151	0.00240073	-0.895074	2.13238	-2.79043	-1.56954	-2.6233	2.91176e-05	9.64447e-06	4.81464e-05	-3.56451e-05	1.03804e-05	-2.50525e-05	15.5174	13.9236	0.00404303	-2.55322	2.58603	-2.26108	
47	1580482312.736669218	0.00239935	-0.895072	2.13237	-2.79043	-1.56954	-2.6233	2.0415e-05	1.86245e-05	3.05125e-05	-3.44445e-05	5.87195e-06	-2.54294e-05	15.5172	13.9238	0.00256225	-2.55322	2.58601	-2.26108	
48	1580482312.744680719	0.00239899	-0.895074	2.13237	-2.79043	-1.56954	-2.6233	1.76222e-05	5.46097e-06	3.00104e-05	-3.32483e-05	1.68124e-06	-2.57121e-05	15.5171	13.9236	0.00252008	-2.55321	2.586	-2.26108	
49	1580482312.752671866	0.00239768	-0.895074	2.13237	-2.79043	-1.56954	-2.6233	9.68045e-06	9.26692e-06	1.89246e-05	-3.73264e-05	-2.20558e-06	-1.52666e-05	15.5169	13.9236	0.00158917	-2.55323	-2.586	-2.26105	
50	1580482312.760692777	0.00239931	-0.895076	2.13237	-2.79043	-1.56954	-2.62329	1.80733e-05	-3.15262e-06	2.43054e-05	-3.57751e-05	-5.67486e-07	5.12418e-06	15.5171	-13.9235	0.00204101	-2.55322	-1.46752	2.26103	
51	1580482312.768696427	0.00239894	-0.895075	2.13237	-2.79043	-1.56954	-2.62329	1.53278e-05	1.15786e-06	2.92199e-05	-3.42486e-05	9.48963e-07	2.39998e-05	15.5171	13.9235	0.0024537	-2.55322	2.45401	2.26108	
52	1580482312.776734609	0.00239859	-0.895075	2.13237	-2.79043	-1.56954	-2.62329	1.27297e-05	-2.6956e-08	3.36912e-05	-3.27481e-05	2.3493e-06	2.5607e-05	15.517	-0.375321	0.00282918	-2.55321	2.586	2.26108	
53	1580482312.784677623	0.0023992	-0.895073	2.13237	-2.79043	-1.56954	-2.62329	1.54409e-05	9.1469e-06	2.23242e-05	-4.15535e-05	-1.19842e-05	2.18886e-05	15.5171	13.9236	0.00187465	-2.55324	-2.58603	2.26107	
54	1580482312.792705848	0.00239883	-0.895073	2.13237	-2.79043	-1.56954	-2.62329	1.27664e-05	1.25168e-05	1.17167e-05	-4.96149e-05	-2.01404e-05	1.32719e-05	15.517	13.9237	0.000983894	-2.55327	-2.58606	2.26105	
55	1580482312.800708230	0.00239657	-0.895073	2.13237	-2.79043	-1.56954	-2.62329	2.81482e-08	1.05265e-05	1.19947e-05	-5.18894e-05	-1.2219e-05	2.05773e-05	0.436767	13.9237	0.00100724	-2.55327	-2.58603	2.26107	
56	1580482312.808771909	0.00239535	-0.895073	2.13237	-2.79043	-1.56954	-2.62329	-6.73124e-06	8.64625e-06	7.16568e-06	-5.38682e-05	-1.49353e-05	7.00488e-06	-15.5168	13.9236	0.000601728	-2.55328	-2.58604	2.26103	
57	1580482312.816725517	0.00239324	-0.895073	2.13237	-2.79043	-1.56954	-2.62329	-1.80484e-05	1.18923e-05	-2.363e-06	-5.05481e-05	-7.38075e-06	9.44254e-06	-15.5171	13.9237	-0.00019843	-2.55327	-2.58602	2.26104	
58	1580482312.824693723	0.00239497	-0.895073	2.13237	-2.79043	-1.56954	-2.62329	-8.45374e-06	9.87927e-06	-1.62048e-05	-4.73355e-05	-5.33842e-06	-3.29479e-06	-15.5169	13.9236	-0.00136078	-2.55326	-2.58601	-2.26102	
59	1580482312.832698707	0.0023957	-0.895072	2.13236	-2.79043	-1.56954	-2.62329	-4.51979e-06	1.29413e-05	-2.40668e-05	-4.91931e-05	-8.39179e-06	-5.19652e-06	-15.5168	13.9237	-0.00202098	-2.55327	-2.58602	-2.26103	
60	1580482312.840762177	0.0023964	-0.895071	2.13237	-2.79043	-1.56954	-2.6233	-8.63524e-07	2.0684e-05	-2.14478e-05	-4.58578e-05	-1.12091e-05	-1.18897e-05	-13.399	13.9238	-0.00180105	-2.55325	-2.58603	-2.26105	
61	1580482312.848732871	0.002398	-0.895071	2.13237	-2.79043	-1.56954	-2.6233	7.46152e-06	1.80066e-05	-4.23997e-06	-3.75348e-05	-8.89222e-06	-8.26799e-06	15.5169	13.9238	-0.000356046	-2.55323	-2.58602	-2.26104	
62	1580482312.856708142	0.0023986	-0.89507	2.13237	-2.79043	-1.56954	-2.6233	1.02663e-05	2.52296e-05	2.00276e-06	-3.96573e-05	-1.66751e-05	-2.45075e-05	15.5169	13.9239	0.000168179	-2.55323	-2.58605	-2.26108	
63	1580482312.864726677	0.00240103	-0.895072	2.13237	-2.79043	-1.56954	-2.6233	2.26025e-05	1.22628e-05	-1.91171e-06	-3.66737e-05	-4.25711e-06	-2.00355e-05	15.5172	13.9237	-0.000160533	-2.55322	-2.58601	-2.26107	
64	1580482312.872731961	0.00240058	-0.895073	2.13237	-2.79043	-1.56954	-2.6233	1.94489e-05	5.18404e-06	-5.55421e-06	-2.87796e-05	-1.22047e-05	-2.06573e-05	15.5172	13.9236	-0.000466407	-2.5532	-2.58603	-2.26107	
65	1580482312.880693935	0.00239831	-0.895073	2.13237	-2.79043	-1.56954	-2.6233	6.79645e-06	8.18501e-06	-4.13127e-06	-3.11576e-05	-9.77087e-06	-2.11874e-05	15.5168	13.9236	-0.000346918	-2.5532	-2.58603	-2.26107	
66	1580482312.888694372	0.0023998	-0.895074	2.13237	-2.79043	-1.56954	-2.6233	1.42096e-05	1.39349e-06	1.9782e-06	-2.35401e-05	-2.70169e-06	-2.64101e-05	15.517	13.9235	0.000166116	-2.55318	-2.586	-2.26108	
67	1580482312.896708740	0.00240122	-0.895071	2.13237	-2.79043	-1.56954	-2.6233	2.10687e-05	1.40779e-05	-6.6059e-06	-2.6083e-05	3.88835e-06	-2.17015e-05	15.5172	13.9237	-0.000554721	-2.55319	2.586	-2.26107	
68	1580482312.904684436	0.00240167	-0.895074	2.13237	-2.79043	-1.56954	-2.6233	2.26417e-05	2.0111e-06	-9.85994e-06	-2.3652e-05	1.94792e-05	-2.19943e-05	15.5172	13.9235	-0.000827975	-2.55318	2.58606	-2.26107	
69	1580482312.912688464	0.00239937	-0.895075	2.13237	-2.79043	-1.56954	-2.6233	9.84822e-06	-4.34861e-06	5.95414e-06	-2.13237e-05	1.51332e-05	-2.69214e-05	15.5169	-13.9235	0.000499991	-2.55317	2.58604	-2.26109	
70	1580482312.920702847	0.00239897	-0.895078	2.13237	-2.79043	-1.56954	-2.6233	7.30718e-06	-1.98257e-05	1.13085e-05	-2.84625e-05	1.1047e-05	-1.7306e-05	15.5168	-13.9238	0.000949615	-2.5532	2.58603	-2.26106	
71	1580482312.928670524	0.00239948	-0.895078	2.13237	-2.79043	-1.56953	-2.6233	9.59568e-06	-2.00473e-05	2.09296e-05	-2.57231e-05	2.11916e-05	-1.77139e-05	15.5169	-13.9238	0.00175753	-2.55319	2.58607	-2.26106	
72	1580482312.936729910	0.00240088	-0.895074	2.13238	-2.79043	-1.56953	-2.6233	1.6359e-05	-1.66364e-06	2.9848e-05	-2.31007e-05	2.13267e-05	-1.80516e-05	15.5171	-13.9235	0.00250645	-2.55318	2.58607	-2.26106	
73	1580482312.944689241	0.00239951	-0.895077	2.13237	-2.79043	-1.56954	-2.6233	8.7012e-06	-1.70065e-05	1.96335e-05	-2.05931e-05	1.67875e-05	-9.00133e-06	15.5169	-13.9238	0.0016487	-2.55317	2.58605	-2.26104	
74	1580482312.952668093	0.00240089	-0.895076	2.13237	-2.79043	-1.56954	-2.6233	1.53778e-05	-8.13931e-06	1.9239e-05	-2.73832e-05	3.1437e-06	-1.89978e-05	15.5171	-13.9236	0.00161557	-2.55319	2.586	-2.26106	
75	1580482312.960689528	0.00239953	-0.895078	2.13237	-2.79043	-1.56954	-2.6233	7.77759e-06	-1.83169e-05	1.88217e-05	-1.97528e-05	8.8692e-06	-2.371e-05	15.5169	-13.9238	0.00158053	-2.55317	2.58602	-2.26108	
76	1580482312.968734166	0.00239821	-0.895077	2.13237	-2.79043	-1.56954	-2.6233	6.55673e-07	-1.39492e-05	1.8384e-05	-2.64069e-05	1.41918e-05	-3.26014e-05	10.1739	-13.9237	0.00154377	-2.55319	2.58604	-2.2611	
77	1580482312.976688587	0.00239873	-0.895077	2.13237	-2.79043	-1.56953	-2.6233	3.09958e-06	-1.43718e-05	4.34363e-06	-1.42568e-05	1.91274e-05	-3.62977e-05	15.5167	-13.9237	0.00036475	-2.55315	2.58606	-2.26111	
78	1580482312.984686360	0.00239745	-0.895078	2.13237	-2.79043	-1.56954	-2.6233	-3.69722e-06	-1.92448e-05	-8.78323e-06	-2.10786e-05	5.48198e-06	-3.51571e-05	-15.5168	-13.9238	-0.00073756	-2.55317	2.58601	-2.26111	
79	1580482312.992692097	0.00239798	-0.895078	2.13237	-2.79043	-1.56954	-2.6233	-1.0259e-06	-1.92699e-05	5.89002e-06	-1.37548e-05	1.08481e-05	-2.02796e-05	-15.5167	-13.9238	0.000494606	-2.55315	2.58603	-2.26107	
80	1580482313.000707668	0.0023985	-0.895077	2.13237	-2.79043	-1.56954	-2.6233	1.46311e-06	-1.47868e-05	-2.75104e-06	-1.15176e-05	6.90266e-06	-2.44639e-05	15.5167	-13.9237	-0.000231015	-2.55314	2.58602	-2.26108	
81	1580482313.008639282	0.00239988	-0.895079	2.13237	-2.79043	-1.56954	-2.6233	8.2469e-06	-2.40837e-05	-6.37857e-06	-9.39221e-06	-1.03187e-05	-3.27616e-05	15.5169	-13.9239	-0.000535632	-2.55313	-2.58603	-2.2611	
82	1580482313.016677810	0.00240208	-0.895081	2.13237	-2.79043	-1.56954	-2.6233	1.90108e-05	-3.27224e-05	-1.41864e-05	-1.18025e-05	-4.08479e-06	-3.60138e-05	15.5171	-13.9241	-0.00119128	-2.55314	-2.586	-2.26111	
83	1580482313.024668292	0.00240156	-0.89508	2.13237	-2.79043	-1.56954	-2.6233	1.57319e-05	-2.73307e-05	-1.70521e-05	-5.03057e-06	1.75051e-06	-3.01557e-05	15.5171	-13.924	-0.00143193	-2.55312	2.586	-2.26109	
84	1580482313.032686817	0.00240106	-0.895079	2.13237	-2.79043	-1.56954	-2.6233	1.26224e-05	-2.22301e-05	-2.40863e-05	-3.2416e-06	2.81374e-06	-2.89939e-05	15.517	-13.9239	-0.00202261	-2.55311	2.586	-2.26109	
85	1580482313.040689021	0.00240057	-0.895079	2.13236	-2.79043	-1.56954	-2.6233	9.67766e-06	-1.74117e-05	-2.62476e-05	7.35969e-06	3.80026e-06	-1.90132e-05	15.5169	-13.9238	-0.00220411	2.55312	2.586	-2.26106	
