seq	time	q0	q1	q2	q3	q4	q5	Dq0	Dq1	Dq2	Dq3	Dq4	Dq5	eff0	eff1	eff2	eff3	eff4	eff5	DDq0	DDq1	DDq2	DDq3	DDq4	DDq5	
59	1580406960.958712371	0.00247662	-0.928846	2.13523	-2.77702	-1.56963	-2.62324	0	0	-0	0	0	0	0	-60.8412	-16.1775	-2.82098	0.406862	0.000129175	0	0	0	0	0	0	
60	1580406960.966727179	0.00247662	-0.928858	2.13526	-2.77702	-1.5696	-2.6232	0	0	-0	0	0	0	0	-60.8396	-16.1767	-2.82096	0.406901	0.000128793	0	0	0	0	0	0	
61	1580406960.974728896	0.00247662	-0.928846	2.13526	-2.77702	-1.56955	-2.62321	0	0	-0	0	0	0	0	-60.8399	-16.1762	-2.82094	0.406944	0.000132978	0	0	0	0	0	0	
62	1580406960.982758525	0.00246463	-0.928822	2.13524	-2.77702	-1.5696	-2.6232	0	0	-0	0	0	0	0	-60.8413	-16.1762	-2.82095	0.406901	0.000126029	0	0	0	0	0	0	
63	1580406960.990744641	0.0024886	-0.928834	2.13527	-2.77703	-1.56961	-2.62323	0	0	-0	0	0	0	0	-60.8397	-16.1754	-2.82093	0.406886	0.000121553	0	0	0	0	0	0	
64	1580406960.998748599	0.00247662	-0.928858	2.13521	-2.77702	-1.56956	-2.6232	0	0	-0	0	0	0	0	-60.8413	-16.1784	-2.82102	0.406934	0.000145007	0	0	0	0	0	0	
65	1580406961.006766946	0.00247662	-0.92881	2.13524	-2.77702	-1.5696	-2.62324	0	0	-0	0	0	0	0	-60.8415	-16.1758	-2.82092	0.406896	0.000123275	0	0	0	0	0	0	
66	1580406961.014743211	0.00247662	-0.928858	2.13525	-2.77703	-1.56958	-2.6232	0	0	-0	0	0	0	0	-60.8401	-16.1771	-2.82099	0.406912	0.000136151	0	0	0	0	0	0	
67	1580406961.022702951	0.00250058	-0.92887	2.13523	-2.77703	-1.56957	-2.62323	0	0	-0	0	0	0	0	-60.8406	-16.1784	-2.82103	0.40692	0.00014617	0	0	0	0	0	0	
68	1580406961.030733128	0.00247662	-0.928834	2.13523	-2.77703	-1.56958	-2.6232	0	0	-0	0	0	0	0	-60.8415	-16.1771	-2.82099	0.406912	0.000136151	0	0	0	0	0	0	
69	1580406961.038730524	0.00247662	-0.928834	2.13525	-2.77703	-1.56957	-2.62325	0	0	-0	0	0	0	0	-60.8406	-16.1762	-2.82095	0.406916	0.000132357	0	0	0	0	0	0	
70	1580406961.046748466	0.00250058	-0.928834	2.13527	-2.77704	-1.5696	-2.62318	0	0	-0	0	0	0	0	-60.8397	-16.1754	-2.82095	0.406904	0.000126021	0	0	0	0	0	0	
71	1580406961.054733744	0.00247662	-0.928822	2.13523	-2.77699	-1.56957	-2.62321	0	0	-0	0	0	0	0	-60.8417	-16.1766	-2.82093	0.406921	0.000126706	0	0	0	0	0	0	
72	1580406961.062697647	0.00250058	-0.928822	2.13529	-2.77702	-1.56958	-2.62319	0	0	-0	0	0	0	0	-60.8395	-16.1745	-2.82089	0.406914	0.000116576	0	0	0	0	0	0	
73	1580406961.070752507	0.00246463	-0.928858	2.13524	-2.77703	-1.56957	-2.62324	0	0	-0	0	0	0	0	-60.8405	-16.1775	-2.821	0.406918	0.000140645	0	0	0	0	0	0	
74	1580406961.078734866	0.00247662	-0.928834	2.13527	-2.77702	-1.56958	-2.62323	0	0	-0	0	0	0	0	-60.8397	-16.1753	-2.82091	0.406908	0.000122116	0	0	0	0	0	0	
75	1580406961.086708382	0.00247662	-0.928846	2.13525	-2.77702	-1.56956	-2.6232	0	0	-0	0	0	0	0	-60.8403	-16.1767	-2.82096	0.406934	0.00013395	0	0	0	0	0	0	
76	1580406961.094780623	0.00246463	-0.928798	2.13525	-2.77699	-1.56958	-2.62321	0	0	-0	0	0	0	0	-60.8414	-16.1749	-2.82087	0.40691	0.00011393	0	0	0	0	0	0	
77	1580406961.102717642	0.00250058	-0.928858	2.13525	-2.77704	-1.56958	-2.62321	0	0	-0	0	0	0	0	-60.8401	-16.1771	-2.821	0.40691	0.000138919	0	0	0	0	0	0	
78	1580406961.110745653	0.00246463	-0.92881	2.13527	-2.77704	-1.5696	-2.62323	0	0	-0	0	0	0	0	-60.8403	-16.1745	-2.82091	0.406897	0.000120508	0	0	0	0	0	0	
79	1580406961.118715327	0.00247662	-0.928858	2.13524	-2.77702	-1.56958	-2.62319	0	0	-0	0	0	0	0	-60.8405	-16.1775	-2.82099	0.406914	0.000136037	0	0	0	0	0	0	
80	1580406961.126722114	0.00247662	-0.928822	2.13526	-2.77702	-1.5696	-2.62319	0	0	-0	0	0	0	0	-60.8404	-16.1754	-2.82092	0.406903	0.000120496	0	0	0	0	0	0	
81	1580406961.134747469	0.00245265	-0.928822	2.13525	-2.77702	-1.5696	-2.6232	0	0	-0	0	0	0	0	-60.8409	-16.1758	-2.82093	0.406901	0.000123264	0	0	0	0	0	0	
82	1580406961.142704275	0.00245265	-0.928786	2.13525	-2.77702	-1.56961	-2.62323	0	0	-0	0	0	0	0	-60.8417	-16.1745	-2.82088	0.406886	0.00011326	0	0	0	0	0	0	
83	1580406961.150738658	0.00247662	-0.928846	2.13525	-2.77703	-1.56957	-2.62321	0	0	-0	0	0	0	0	-60.8403	-16.1767	-2.82097	0.406921	0.00013511	0	0	0	0	0	0	
84	1580406961.158786407	0.00250058	-0.928798	2.13524	-2.77702	-1.56958	-2.62324	0	0	-0	0	0	0	0	-60.8418	-16.1754	-2.82091	0.406907	0.00012223	0	0	0	0	0	0	
85	1580406961.166735277	0.00245265	-0.928846	2.13525	-2.77705	-1.5696	-2.6232	0	0	-0	0	0	0	0	-60.8404	-16.1767	-2.821	0.406901	0.000137196	0	0	0	0	0	0	
86	1580406961.174696223	0.00244066	-0.928846	2.13524	-2.77702	-1.56956	-2.62324	0	0	-0	0	0	0	0	-60.8407	-16.1771	-2.82097	0.406929	0.000136726	0	0	0	0	0	0	
87	1580406961.182689230	0.00247662	-0.928822	2.13521	-2.777	-1.56955	-2.62321	0	0	-0	0	0	0	0	-60.8421	-16.1771	-2.82096	0.406944	0.000135742	0	0	0	0	0	0	
88	1580406961.190745469	0.00247662	-0.928822	2.13527	-2.77703	-1.56958	-2.62324	0	0	-0	0	0	0	0	-60.84	-16.1749	-2.82091	0.406907	0.00012223	0	0	0	0	0	0	
89	1580406961.198707406	0.00247662	-0.928822	2.13531	-2.777	-1.56957	-2.62319	0	0	-0	0	0	0	0	-60.8387	-16.1736	-2.82085	0.406925	0.000110003	0	0	0	0	0	0	
90	1580406961.206722673	0.0024886	-0.928858	2.13524	-2.77699	-1.56957	-2.62321	0	0	-0	0	0	0	0	-60.8404	-16.1775	-2.82096	0.406921	0.000132235	0	0	0	0	0	0	
91	1580406961.214683076	0.00250058	-0.928798	2.13525	-2.77702	-1.56955	-2.62321	0	0	-0	0	0	0	0	-60.8414	-16.1749	-2.8209	0.406944	0.000124685	0	0	0	0	0	0	
92	1580406961.222721795	0.0024886	-0.928834	2.13524	-2.77703	-1.56957	-2.62321	0	0	-0	0	0	0	0	-60.841	-16.1767	-2.82097	0.406921	0.00013511	0	0	0	0	0	0	
93	1580406961.230745098	0.00246463	-0.92887	2.13524	-2.77705	-1.56954	-2.62324	0	0	-0	0	0	0	0	-60.8402	-16.178	-2.82104	0.406952	0.000154164	0	0	0	0	0	0	
94	1580406961.238727427	0.00250058	-0.928846	2.13527	-2.777	-1.56955	-2.6232	0	0	-0	0	0	0	0	-60.8394	-16.1758	-2.82092	0.406946	0.000127335	0	0	0	0	0	0	
95	1580406961.246686151	0.00246463	-0.92881	2.13529	-2.777	-1.56958	-2.62321	0	0	-0	0	0	0	0	-60.8398	-16.174	-2.82086	0.40691	0.000111056	0	0	0	0	0	0	
96	1580406961.254789901	0.00246463	-0.928846	2.13525	-2.77702	-1.56957	-2.62321	0	0	-0	0	0	0	0	-60.8403	-16.1767	-2.82096	0.406921	0.000132235	0	0	0	0	0	0	
97	1580406961.262755037	0.00246463	-0.928834	2.13524	-2.77702	-1.56957	-2.62321	0	0	-0	0	0	0	0	-60.841	-16.1767	-2.82096	0.406921	0.000132235	0	0	0	0	0	0	
98	1580406961.270724451	0.00247662	-0.928822	2.13525	-2.77702	-1.56957	-2.62318	0	0	-0	0	0	0	0	-60.8409	-16.1758	-2.82094	0.406926	0.000126695	0	0	0	0	0	0	
99	1580406961.278717672	0.00250058	-0.928822	2.13524	-2.77702	-1.56961	-2.62321	0	0	-0	0	0	0	0	-60.8413	-16.1762	-2.82094	0.406888	0.000124313	0	0	0	0	0	0	
100	1580406961.286778829	0.0024886	-0.928786	2.13527	-2.77702	-1.56956	-2.62324	0	0	-0	0	0	0	0	-60.8408	-16.1736	-2.82085	0.406929	0.000114502	0	0	0	0	0	0	
101	1580406961.294668554	0.00247662	-0.928834	2.13524	-2.77702	-1.56958	-2.6232	0	0	-0	0	0	0	0	-60.841	-16.1767	-2.82096	0.406912	0.000130512	0	0	0	0	0	0	
102	1580406961.302714606	0.00245265	-0.928834	2.13529	-2.77702	-1.5696	-2.6232	0	0	-0	0	0	0	0	-60.8393	-16.1749	-2.8209	0.406901	0.000117625	0	0	0	0	0	0	
103	1580406961.310659775	0.0024886	-0.928846	2.13524	-2.77704	-1.56956	-2.62323	0	0	-0	0	0	0	0	-60.8408	-16.1771	-2.821	0.406931	0.000142361	0	0	0	0	0	0	
104	1580406961.318712611	0.00245265	-0.92881	2.13529	-2.777	-1.5696	-2.62321	0	0	-0	0	0	0	0	-60.8398	-16.174	-2.82086	0.406899	0.000109336	0	0	0	0	0	0	
105	1580406961.326650435	0.00244066	-0.928846	2.13529	-2.77702	-1.56955	-2.6232	0	0	-0	0	0	0	0	-60.839	-16.1753	-2.82092	0.406946	0.000127335	0	0	0	0	0	0	
106	1580406961.334695492	0.00247662	-0.928846	2.13527	-2.77704	-1.56958	-2.62323	0	0	-0	0	0	0	0	-60.8395	-16.1758	-2.82095	0.406908	0.000130519	0	0	0	0	0	0	
107	1580406961.342673012	0.00246463	-0.928834	2.13527	-2.77702	-1.56957	-2.62319	0	0	-0	0	0	0	0	-60.8397	-16.1754	-2.82092	0.406925	0.000123824	0	0	0	0	0	0	
108	1580406961.350701383	0.00242905	-0.928858	2.13525	-2.77702	-1.56961	-2.6232	0	0	-0	0	0	0	0	-60.84	-16.1771	-2.82097	0.40689	0.000129838	0	0	0	0	0	0	
109	1580406961.358691732	0.0024886	-0.928798	2.13526	-2.777	-1.5696	-2.62321	0	0	-0	0	0	0	0	-60.8409	-16.1745	-2.82087	0.406899	0.000112211	0	0	0	0	0	0	
110	1580406961.366712871	0.00247662	-0.928786	2.13526	-2.77702	-1.56958	-2.62321	0	0	-0	0	0	0	0	-60.8412	-16.1741	-2.82087	0.40691	0.00011393	0	0	0	0	0	0	
111	1580406961.374704901	0.0024886	-0.928846	2.13524	-2.77704	-1.56954	-2.62321	0	0	-0	0	0	0	0	-60.8408	-16.1771	-2.821	0.406955	0.000145864	0	0	0	0	0	0	
112	1580406961.382666806	0.00250058	-0.92881	2.13525	-2.77704	-1.56958	-2.62319	0	0	-0	0	0	0	0	-60.8412	-16.1754	-2.82095	0.406914	0.000127855	0	0	0	0	0	0	
113	1580406961.390729552	0.00251257	-0.928846	2.13521	-2.777	-1.56957	-2.62321	0	0	-0	0	0	0	0	-60.8416	-16.1779	-2.82099	0.406921	0.000137763	0	0	0	0	0	0	
114	1580406961.398745870	0.0024886	-0.928822	2.13525	-2.77703	-1.56958	-2.6232	0	0	-0	0	0	0	0	-60.8409	-16.1758	-2.82095	0.406912	0.000127858	0	0	0	0	0	0	
115	1580406961.406687903	0.00250058	-0.928822	2.13525	-2.77704	-1.56957	-2.6232	0	0	-0	0	0	0	0	-60.8409	-16.1758	-2.82096	0.406923	0.000132342	0	0	0	0	0	0	
116	1580406961.414789473	0.00247662	-0.928846	2.13525	-2.77702	-1.56958	-2.62321	0	0	-0	0	0	0	0	-60.8403	-16.1767	-2.82096	0.40691	0.000130516	0	0	0	0	0	0	
117	1580406961.422745335	0.00247662	-0.928882	2.13526	-2.77702	-1.56958	-2.62323	0	0	-0	0	0	0	0	-60.8391	-16.1775	-2.82098	0.406908	0.000136158	0	0	0	0	0	0	
118	1580406961.430763984	0.00247662	-0.928846	2.13525	-2.77702	-1.56956	-2.62323	0	0	-0	0	0	0	0	-60.8403	-16.1767	-2.82095	0.406931	0.000133958	0	0	0	0	0	0	
119	1580406961.438682228	0.00246463	-0.92881	2.13524	-2.77702	-1.56957	-2.62317	0	0	-0	0	0	0	0	-60.8416	-16.1758	-2.82094	0.406928	0.000126691	0	0	0	0	0	0	
120	1580406961.447161981	0.0024886	-0.928846	2.13524	-2.777	-1.5696	-2.62321	0	0	-0	0	0	0	0	-60.8407	-16.1771	-2.82096	0.406899	0.000128796	0	0	0	0	0	0	
121	1580406961.454719705	0.00245265	-0.928834	2.13529	-2.77703	-1.56957	-2.62321	0	0	-0	0	0	0	0	-60.8393	-16.1749	-2.82091	0.406921	0.000123942	0	0	0	0	0	0	
122	1580406961.462695452	0.00247662	-0.928834	2.13526	-2.77702	-1.56956	-2.62323	0	0	-0	0	0	0	0	-60.8401	-16.1758	-2.82093	0.406931	0.000128429	0	0	0	0	0	0	
123	1580406961.470748500	0.0024886	-0.928846	2.13525	-2.77702	-1.56958	-2.6232	0	0	-0	0	0	0	0	-60.8403	-16.1767	-2.82096	0.406912	0.000130512	0	0	0	0	0	0	
124	1580406961.478775866	0.0024886	-0.928822	2.13524	-2.77703	-1.56957	-2.6232	0	0	-0	0	0	0	0	-60.8413	-16.1762	-2.82096	0.406923	0.000132342	0	0	0	0	0	0	
