seq	time	q0	q1	q2	q3	q4	q5	Dq0	Dq1	Dq2	Dq3	Dq4	Dq5	eff0	eff1	eff2	eff3	eff4	eff5	
37	1580482312.352676028	0.00238982	-0.895069	2.13237	-2.79043	-1.56954	-2.62329	-9.01114e-06	5.61099e-05	1.57137e-05	1.90824e-06	1.3529e-05	4.84176e-05	3.98119	-83.9334	-23.652	-11.2668	0.913505	-0.23023	
38	1580482312.360752229	0.00239012	-0.895071	2.13237	-2.79042	-1.56953	-2.62329	-6.47797e-06	4.0701e-05	2.82428e-05	1.06151e-05	2.30849e-05	2.33752e-05	3.96845	-83.9307	-23.6564	-11.2698	0.915408	-0.232192	
39	1580482312.368744982	0.00239172	-0.895071	2.13237	-2.79042	-1.56954	-2.62329	4.54121e-06	3.56311e-05	3.9207e-05	1.81364e-05	1.39278e-05	3.62042e-05	3.97625	-83.9429	-23.6551	-11.2668	0.918425	-0.230922	
40	1580482312.376709651	0.00239321	-0.895073	2.13237	-2.79042	-1.56954	-2.62329	1.42426e-05	2.24309e-05	2.32077e-05	1.5745e-05	-3.10054e-06	3.00742e-05	3.97882	-83.9474	-23.6551	-11.2663	0.918353	-0.231549	
41	1580482312.384704023	0.00238688	-0.895076	2.13237	-2.79042	-1.56954	-2.62329	-2.76162e-05	1.93052e-06	5.08008e-05	2.21768e-05	7.22313e-06	4.13386e-05	3.96703	-83.9445	-23.6527	-11.2663	0.916559	-0.230951	
42	1580482312.392839386	0.00238987	-0.895075	2.13237	-2.79042	-1.56954	-2.62329	-6.91871e-06	8.62021e-06	1.77428e-05	1.91904e-05	-1.67934e-05	3.45351e-05	3.97278	-83.9529	-23.6539	-11.2668	0.918219	-0.235058	
43	1580482312.400720091	0.00238766	-0.895076	2.13237	-2.79042	-1.56954	-2.62329	-2.08476e-05	-1.60881e-06	-3.59867e-06	2.92511e-07	-1.36246e-05	4.45456e-05	3.97374	-83.9487	-23.6555	-11.2653	0.919257	-0.232693	
44	1580482312.408666070	0.00238931	-0.895076	2.13236	-2.79042	-1.56954	-2.62329	-9.29769e-06	-2.84223e-06	-2.25334e-05	-7.83403e-07	-3.48179e-05	2.93325e-05	3.98502	-83.954	-23.6609	-11.2648	0.915408	-0.232668	
45	1580482312.416684190	0.00238963	-0.895075	2.13236	-2.79043	-1.56954	-2.62329	-6.75922e-06	3.81475e-06	-3.92859e-05	-2.51474e-05	-2.21752e-05	4.71756e-05	3.99148	-83.9512	-23.6571	-11.2659	0.916987	-0.232097	
46	1580482312.424724936	0.00238872	-0.895074	2.13236	-2.79043	-1.56954	-2.62329	-1.21525e-05	9.72108e-06	-3.87315e-05	-8.28123e-06	-1.84536e-05	4.71152e-05	3.98774	-83.9486	-23.6549	-11.2659	0.918501	-0.233157	
47	1580482312.432687319	0.00238907	-0.895077	2.13236	-2.79043	-1.56954	-2.62329	-9.33931e-06	-8.00465e-06	-5.31185e-05	-8.57721e-06	-2.26092e-05	3.17252e-05	3.9772	-83.9449	-23.6559	-11.2659	0.920962	-0.232599	
48	1580482312.440703785	0.0023906	-0.895075	2.13236	-2.79042	-1.56954	-2.62329	7.1638e-07	6.13899e-06	-3.60063e-05	6.32392e-06	-2.62679e-05	4.79423e-05	3.96845	-83.9486	-23.6569	-11.2645	0.920356	-0.233607	
49	1580482312.448669259	0.00239085	-0.895075	2.13236	-2.79042	-1.56954	-2.62329	2.39187e-06	4.12962e-06	-1.30728e-05	1.232e-05	-3.71056e-05	4.71781e-05	3.95737	-83.9616	-23.6553	-11.265	0.920259	-0.233063	
50	1580482312.456703361	0.00238875	-0.895076	2.13236	-2.79042	-1.56954	-2.62329	-1.06633e-05	-4.9704e-06	-2.85222e-05	1.76318e-05	-3.19635e-05	2.45285e-05	3.95196	-83.9637	-23.652	-11.2656	0.919214	-0.230065	
51	1580482312.464674097	0.00239025	-0.895078	2.13236	-2.79042	-1.56954	-2.62329	-8.2375e-07	-1.31924e-05	-2.08466e-05	2.23161e-05	-2.00588e-05	-1.05016e-05	3.95959	-83.96	-23.6515	-11.2633	0.919609	-0.230578	
52	1580482312.472698684	0.00239052	-0.895078	2.13236	-2.79042	-1.56954	-2.62329	9.78421e-07	-1.35346e-05	-4.20429e-05	2.64246e-05	-9.23314e-06	5.09941e-07	3.95181	-83.9609	-23.6493	-11.2625	0.917699	-0.229643	
53	1580482312.480707801	0.00238849	-0.895076	2.13236	-2.79042	-1.56954	-2.62329	-1.14247e-05	1.4614e-07	-2.61078e-05	2.27426e-05	-6.39231e-06	1.04317e-05	3.96412	-83.9727	-23.6457	-11.2622	0.918107	-0.227807	
54	1580482312.488697156	0.00239111	-0.895072	2.13236	-2.79042	-1.56954	-2.62329	5.14484e-06	1.9422e-05	-1.15237e-05	1.92832e-05	-1.07052e-05	-1.50302e-06	3.96748	-83.9755	-23.6454	-11.2648	0.919826	-0.227414	
55	1580482312.496700436	0.00238796	-0.895072	2.13236	-2.79042	-1.56954	-2.62329	-1.4147e-05	2.31636e-05	-5.03001e-06	1.60362e-05	-9.33368e-07	-1.23638e-05	3.97191	-83.9782	-23.6478	-11.2628	0.920182	-0.227487	
56	1580482312.504702265	0.00239057	-0.895071	2.13236	-2.79042	-1.56954	-2.62329	2.33513e-06	2.64569e-05	-3.31039e-05	2.00152e-05	-5.56779e-06	-1.82659e-06	3.97854	-83.9819	-23.6423	-11.2608	0.9201	-0.22667	
57	1580482312.512668834	0.00239305	-0.895074	2.13236	-2.79042	-1.56954	-2.6233	1.73201e-05	9.02085e-06	-2.47865e-05	9.89299e-06	-9.76782e-06	-2.59553e-05	3.98495	-83.9834	-23.6429	-11.2605	0.919182	-0.226753	
58	1580482312.520875975	0.00239318	-0.895076	2.13236	-2.79042	-1.56954	-2.6233	1.76056e-05	-6.90069e-06	9.63552e-06	-6.00408e-06	-6.94744e-06	-2.12678e-05	3.99227	-83.9737	-23.6385	-11.2606	0.918294	-0.227261	
59	1580482312.528714288	0.00239549	-0.895074	2.13236	-2.79042	-1.56954	-2.62329	3.09788e-05	5.05488e-06	7.99613e-06	-7.40225e-06	-4.35957e-06	-1.69563e-05	3.99378	-83.9772	-23.6375	-11.2619	0.917436	-0.227753	
60	1580482312.536702887	0.0023955	-0.895078	2.13237	-2.79042	-1.56954	-2.62329	3.0033e-05	-1.67672e-05	2.59706e-05	-8.68536e-06	-1.99005e-06	6.84676e-06	4.00073	-83.9807	-23.6366	-11.2609	0.918201	-0.22491	
61	1580482312.544738767	0.0023955	-0.895077	2.13236	-2.79042	-1.56954	-2.62329	2.90735e-05	-1.06926e-05	1.02066e-05	-9.85904e-06	1.30215e-05	-1.04107e-05	4.00637	-83.9869	-23.6337	-11.2621	0.917764	-0.224607	
62	1580482312.552695875	0.0023955	-0.89508	2.13237	-2.79042	-1.56954	-2.6233	2.8104e-05	-3.08379e-05	1.49047e-05	-1.09287e-05	7.59161e-06	-2.61644e-05	4.01184	-83.9891	-23.6324	-11.2622	0.915795	-0.225117	
63	1580482312.560682220	0.00239549	-0.895081	2.13237	-2.79042	-1.56954	-2.62329	2.71279e-05	-3.63018e-05	2.54909e-05	9.64667e-07	2.5991e-06	-1.51529e-05	4.01924	-83.9875	-23.6301	-11.2623	0.914266	-0.224029	
