seq	time	q0	q1	q2	q3	q4	q5	Dq0	Dq1	Dq2	Dq3	Dq4	Dq5	eff0	eff1	eff2	eff3	eff4	eff5	
38	1580482312.360752229	0.0023931	-0.895089	2.13238	-2.79041	-1.56952	-2.62332	0	0	-0	0	0	0	-3.47154	22.138	8.75959	8.58701	-0.582743	0.304816	
39	1580482312.368744982	0.00240508	-0.895078	2.13238	-2.79041	-1.56955	-2.62327	0	0	-0	0	0	0	-4.28838	22.7448	8.53545	8.3488	-0.63224	0.176171	
40	1580482312.376709651	0.00240508	-0.895089	2.13235	-2.79043	-1.56956	-2.6233	0	0	-0	0	0	0	-4.08417	22.4402	8.5836	8.44402	-0.508551	0.253366	
41	1580482312.384704023	0.00233318	-0.895102	2.13241	-2.79041	-1.56952	-2.62327	0	0	-0	0	0	0	-3.47154	22.1391	8.48553	8.46791	-0.434292	0.201902	
42	1580482312.392839386	0.00241707	-0.895066	2.13232	-2.79043	-1.56957	-2.6233	0	0	-0	0	0	0	-4.22031	22.6209	8.6335	8.49166	-0.582784	0.407731	
43	1580482312.400720091	0.00236913	-0.895089	2.13234	-2.79045	-1.56954	-2.62327	0	0	-0	0	0	0	-4.0161	22.0755	8.65798	8.39633	-0.558006	0.124739	
44	1580482312.408666070	0.00240508	-0.895078	2.13234	-2.79043	-1.56957	-2.62331	0	0	-0	0	0	0	-4.49258	22.5002	8.83312	8.44402	-0.335379	0.227637	
45	1580482312.416684190	0.0023931	-0.895066	2.13234	-2.79046	-1.56952	-2.62326	0	0	-0	0	0	0	-4.28838	22.1357	8.40933	8.51544	-0.582734	0.201921	
46	1580482312.424724936	0.00238112	-0.895066	2.13236	-2.7904	-1.56954	-2.62329	0	0	-0	0	0	0	-3.81189	22.1367	8.48513	8.46791	-0.582749	0.279083	
47	1580482312.432687319	0.0023931	-0.895102	2.13234	-2.79043	-1.56955	-2.62331	0	0	-0	0	0	0	-3.47154	22.0758	8.63262	8.46781	-0.632245	0.201918	
48	1580482312.440703785	0.00240508	-0.895054	2.13238	-2.7904	-1.56955	-2.62326	0	0	-0	0	0	0	-3.53961	22.4408	8.63614	8.39649	-0.483794	0.279073	
49	1580482312.448669259	0.0023931	-0.895078	2.1324	-2.79041	-1.56956	-2.62329	0	0	-0	0	0	0	-3.40347	22.9273	8.51094	8.49175	-0.50855	0.201894	
50	1580482312.456703361	0.00236913	-0.895089	2.13234	-2.79041	-1.56954	-2.62332	0	0	-0	0	0	0	-3.67575	22.3791	8.40853	8.49167	-0.45905	0.0732757	
51	1580482312.464674097	0.00240508	-0.895089	2.13237	-2.79041	-1.56952	-2.62335	0	0	-0	0	0	0	-4.35645	22.0769	8.55955	8.34879	-0.533265	0.253363	
52	1580482312.472698684	0.0023931	-0.895078	2.13232	-2.79041	-1.56952	-2.62327	0	0	-0	0	0	0	-3.53961	22.3177	8.45842	8.42019	-0.409551	0.176188	
53	1580482312.480707801	0.00236913	-0.895054	2.13238	-2.79043	-1.56954	-2.62327	0	0	-0	0	0	0	-4.62872	22.9263	8.3866	8.4441	-0.533266	0.124714	
54	1580482312.488697156	0.00241707	-0.895042	2.13238	-2.79043	-1.56955	-2.62331	0	0	-0	0	0	0	-4.15224	22.4405	8.56171	8.61087	-0.607505	0.201893	
55	1580482312.496700436	0.00235715	-0.895066	2.13237	-2.79043	-1.56952	-2.62331	0	0	-0	0	0	0	-4.22031	22.4406	8.71011	8.3488	-0.53326	0.227633	
56	1580482312.504702265	0.00241707	-0.895066	2.13231	-2.79041	-1.56955	-2.62327	0	0	-0	0	0	0	-4.35645	22.4991	8.25879	8.34873	-0.508536	0.176185	
57	1580482312.512668834	0.00241707	-0.895102	2.13237	-2.79044	-1.56955	-2.62333	0	0	-0	0	0	0	-4.35645	22.3806	8.60896	8.44403	-0.459063	0.22764	
58	1580482312.520875975	0.0023931	-0.895102	2.13242	-2.79045	-1.56954	-2.62329	0	0	-0	0	0	0	-4.42452	21.7146	8.31128	8.46788	-0.459045	0.253361	
59	1580482312.528714288	0.00241707	-0.895054	2.13236	-2.79043	-1.56954	-2.62329	0	0	-0	0	0	0	-4.08417	22.5006	8.51049	8.53936	-0.459046	0.253358	
60	1580482312.536702887	0.0023931	-0.895114	2.1324	-2.79043	-1.56954	-2.62325	0	0	-0	0	0	0	-4.42452	22.5031	8.50959	8.3964	-0.558003	0.0475425	
61	1580482312.544738767	0.0023931	-0.895066	2.13234	-2.79043	-1.56951	-2.62332	0	0	-0	0	0	0	-4.35645	22.6821	8.38443	8.53932	-0.483769	0.201915	
62	1580482312.552695875	0.0023931	-0.895114	2.13237	-2.79043	-1.56955	-2.62332	0	0	-0	0	0	0	-4.35645	22.4416	8.48378	8.46785	-0.384839	0.253368	
63	1580482312.560682220	0.0023931	-0.895089	2.13238	-2.7904	-1.56955	-2.62327	0	0	-0	0	0	0	-4.49258	22.1987	8.41028	8.46791	-0.409573	0.150443	
64	1580482312.568700053	0.00240508	-0.895078	2.13238	-2.79041	-1.56952	-2.62331	0	0	-0	0	0	0	-4.15224	22.0164	8.63527	8.46792	-0.508519	0.22763	
65	1580482312.576700157	0.00241707	-0.895102	2.13238	-2.79041	-1.56957	-2.62326	0	0	-0	0	0	0	-4.15224	22.4418	8.3599	8.44406	-0.409594	0.201901	
66	1580482312.584728268	0.00242905	-0.895102	2.13238	-2.79041	-1.56955	-2.6233	0	0	-0	0	0	0	-3.60768	21.7134	8.28506	8.51553	-0.459058	0.227632	
67	1580482312.592704480	0.0023931	-0.895066	2.13236	-2.79043	-1.56952	-2.6233	0	0	-0	0	0	0	-3.19926	22.5615	8.55996	8.39642	-0.533258	0.0989968	
68	1580482312.600690589	0.00235715	-0.895042	2.13236	-2.79044	-1.56955	-2.62327	0	0	-0	0	0	0	-4.08417	21.954	8.58576	8.44407	-0.483796	0.227629	
69	1580482312.608707753	0.00240508	-0.895089	2.13236	-2.79041	-1.56956	-2.62332	0	0	-0	0	0	0	-4.15224	22.1978	8.80862	8.44406	-0.508555	0.227633	
70	1580482312.616716150	0.00240508	-0.895042	2.13236	-2.79043	-1.56954	-2.62331	0	0	-0	0	0	0	-4.22031	21.954	8.43608	8.4441	-0.533271	0.2019	
71	1580482312.624675396	0.00242905	-0.895078	2.1324	-2.79043	-1.56954	-2.62327	0	0	-0	0	0	0	-3.3354	22.4417	8.41112	8.37263	-0.483785	0.2019	
72	1580482312.632702998	0.0023931	-0.895066	2.1324	-2.79043	-1.56954	-2.62331	0	0	-0	0	0	0	-4.62872	22.1986	8.61117	8.32501	-0.533271	0.253353	
73	1580482312.640693961	0.0023931	-0.895042	2.13242	-2.79045	-1.56955	-2.6233	0	0	-0	0	0	0	-5.03714	22.7453	8.4632	8.49178	-0.50854	0.20189	
74	1580482312.648770535	0.00238112	-0.895089	2.13238	-2.79041	-1.56955	-2.62329	0	0	-0	0	0	0	-3.67575	22.5022	8.51007	8.44408	-0.409575	0.253357	
75	1580482312.656677487	0.00238112	-0.895102	2.13237	-2.79043	-1.56955	-2.62333	0	0	-0	0	0	0	-4.42452	22.0771	8.55908	8.46786	-0.483804	0.20191	
76	1580482312.664701318	0.0023931	-0.895054	2.13238	-2.79045	-1.56951	-2.6233	0	0	-0	0	0	0	-4.22031	22.2586	8.46143	8.32497	-0.533247	0.150451	
77	1580482312.672632952	0.0023931	-0.895089	2.13236	-2.79041	-1.56951	-2.62329	0	0	-0	0	0	0	-4.901	22.3192	8.48424	8.56315	-0.483764	0.253367	
78	1580482312.680634881	0.0023931	-0.895054	2.13235	-2.79044	-1.56956	-2.6233	0	0	-0	0	0	0	-4.83293	22.5608	8.53499	8.49169	-0.533292	0.15045	
79	1580482312.688609534	0.00242905	-0.895042	2.13236	-2.79043	-1.56952	-2.62327	0	0	-0	0	0	0	-4.35645	22.3789	8.58578	8.49173	-0.533255	0.176174	
80	1580482312.696663641	0.00238112	-0.895066	2.13237	-2.79045	-1.56952	-2.62331	0	0	-0	0	0	0	-3.87996	22.3798	8.66017	8.53934	-0.558001	0.20191	
81	1580482312.704655356	0.00244066	-0.895089	2.13237	-2.79044	-1.56952	-2.62331	0	0	-0	0	0	0	-4.0161	22.1982	8.53456	8.44404	-0.558001	0.279096	
82	1580482312.712663524	0.0023931	-0.895042	2.13238	-2.79043	-1.56952	-2.62327	0	0	-0	0	0	0	-4.0161	22.3191	8.63655	8.56322	-0.459033	0.150441	
83	1580482312.720656039	0.00238112	-0.895078	2.13236	-2.79044	-1.56955	-2.62331	0	0	-0	0	0	0	-4.42452	22.926	8.48466	8.49168	-0.558023	0.150454	
84	1580482312.728670151	0.0023931	-0.895114	2.13237	-2.79041	-1.56956	-2.62329	0	0	-0	0	0	0	-3.53961	21.8346	8.6335	8.53932	-0.508549	0.227636	
85	1580482312.736669218	0.00238112	-0.895054	2.13234	-2.79043	-1.56955	-2.6233	0	0	-0	0	0	0	-4.08417	22.5604	8.2102	8.37259	-0.50854	0.176179	
86	1580482312.744680719	0.0023931	-0.895102	2.13237	-2.79043	-1.56955	-2.6233	0	0	-0	0	0	0	-3.47154	22.4413	8.60897	8.58696	-0.459058	0.279093	
87	1580482312.752671866	0.00238112	-0.895066	2.13235	-2.79044	-1.56955	-2.62327	0	0	-0	0	0	0	-4.69679	22.6218	8.53455	8.34874	-0.508536	0.227637	
88	1580482312.760692777	0.00241707	-0.895102	2.13238	-2.79043	-1.56954	-2.62325	0	0	-0	0	0	0	-4.28838	21.5312	8.63435	8.44404	-0.558003	0.227636	
89	1580482312.768696427	0.0023931	-0.895066	2.13238	-2.79043	-1.56954	-2.62325	0	0	-0	0	0	0	-4.15224	22.6231	8.71053	8.3488	-0.533263	0.150445	
90	1580482312.776734609	0.0023931	-0.895078	2.13238	-2.79043	-1.56954	-2.62329	0	0	-0	0	0	0	-3.94803	22.7447	8.56039	8.51554	-0.483786	0.201903	
91	1580482312.784677623	0.00240508	-0.895054	2.13235	-2.79045	-1.56957	-2.6233	0	0	-0	0	0	0	-4.0161	22.3787	8.48507	8.44403	-0.558044	0.279089	
92	1580482312.792705848	0.0023931	-0.895066	2.13235	-2.79045	-1.56956	-2.62331	0	0	-0	0	0	0	-4.62872	22.3183	8.5595	8.4202	-0.533294	0.150455	
93	1580482312.800708230	0.00236913	-0.895078	2.13237	-2.79044	-1.56952	-2.62327	0	0	-0	0	0	0	-4.56065	22.2587	8.51004	8.3964	-0.459033	0.356276	
94	1580482312.808771909	0.00238112	-0.895078	2.13236	-2.79044	-1.56955	-2.62332	0	0	-0	0	0	0	-4.56065	22.4404	8.63437	8.42022	-0.459062	0.20191	
95	1580482312.816725517	0.00236913	-0.895066	2.13235	-2.79043	-1.56952	-2.62329	0	0	-0	0	0	0	-4.83293	22.4397	8.38486	8.2773	-0.459034	0.176183	
96	1580482312.824693723	0.00241707	-0.895078	2.13234	-2.79043	-1.56954	-2.62332	0	0	-0	0	0	0	-4.69679	22.743	8.63351	8.44403	-0.483791	0.35628	
97	1580482312.832698707	0.00240508	-0.895066	2.13235	-2.79044	-1.56955	-2.6233	0	0	-0	0	0	0	-4.96907	22.0755	8.43475	8.5155	-0.483799	0.253365	
98	1580482312.840762177	0.00240508	-0.895054	2.13237	-2.79043	-1.56955	-2.62331	0	0	-0	0	0	0	-3.19926	22.501	8.46103	8.49174	-0.45906	0.150443	
99	1580482312.848732871	0.00241707	-0.895078	2.13241	-2.79041	-1.56954	-2.62329	0	0	-0	0	0	0	-4.0161	21.8958	8.71099	8.46794	-0.508527	0.330533	
100	1580482312.856708142	0.00240508	-0.895054	2.13238	-2.79044	-1.56956	-2.62333	0	0	-0	0	0	0	-4.49258	22.198	8.36165	8.42028	-0.508557	0.201897	
