seq	time	fx	fy	fz	tx	ty	tz	
2578	1580406981.110689296	-10.8525	-16.9507	0.449321	-0.00290628	-2.97667	3.32343	
2579	1580406981.118734424	-11.4794	-16.9216	-0.0245292	-0.0403145	-3.27567	3.48897	
2580	1580406981.126788241	-9.71978	-15.7233	-0.661556	-0.131649	-2.5305	2.90486	
2581	1580406981.134734122	-8.08476	-15.7141	0.303728	-0.0219941	-2.27948	2.568	
2582	1580406981.142747156	-7.29842	-14.1854	1.74589	-0.0739381	-1.67434	2.53269	
2583	1580406981.150737013	-3.99791	-11.6379	4.58087	-0.152449	-0.572127	1.59046	
2584	1580406981.158803218	-5.30222	-17.1338	0.580788	0.183152	-0.674473	2.17987	
2585	1580406981.166726286	-2.75226	-14.3543	4.16512	0.221574	0.572265	1.20462	
2586	1580406981.174703053	-4.84484	-15.3737	4.03698	0.216165	0.390773	1.59228	
2587	1580406981.182678460	-6.09202	-17.7635	2.46342	0.12289	-0.174394	1.83765	
2588	1580406981.190797288	-6.21288	-16.4009	0.228698	0.0660458	-0.155753	1.76776	
2589	1580406981.198756651	-4.26575	-14.1247	5.72927	0.114394	1.04072	0.991236	
2590	1580406981.206754269	-3.80153	-16.3684	3.75594	0.0859326	1.03484	1.34655	
2591	1580406981.214737598	1.07892	-11.6337	6.33121	-0.0634522	2.32407	0.190598	
2592	1580406981.222760121	2.78323	-10.7036	8.38773	-0.11543	3.3458	-0.433489	
2593	1580406981.230743404	3.45623	-8.91957	11.0826	0.15338	3.96795	-0.599195	
2594	1580406981.238750802	1.0474	-14.9364	4.2473	-0.134835	2.50061	-0.240006	
2595	1580406981.246712527	-1.9397	-14.2325	5.4937	-0.0746003	2.25331	0.260248	
2596	1580406981.254796208	-2.05368	-14.6991	6.2875	0.0917563	3.41982	-0.059296	
2597	1580406981.262691591	-2.54262	-18.3105	1.26748	-0.0181337	2.80448	0.429548	
2598	1580406981.270739824	-0.173746	-15.6734	4.93049	0.0990396	3.33932	-0.0766365	
2599	1580406981.278730945	3.13693	-10.818	9.94466	0.00879156	4.15706	-0.721372	
2600	1580406981.286774230	4.89065	-13.805	7.69536	0.0720455	4.2488	-0.422966	
2601	1580406981.294754493	4.45767	-9.63154	9.09903	-0.0511534	4.01024	-0.960798	
2602	1580406981.302750004	1.24841	11.3846	6.13928	-0.00181265	3.08848	-2.2349	
2603	1580406981.310741402	-0.257731	-0.993306	-11.8946	-0.184013	1.50906	-1.39723	
2604	1580406981.318722552	-3.17118	-2.02495	-0.0756777	-0.101074	2.14839	-1.05909	
2605	1580406981.327157412	-4.10819	-8.3591	-1.55814	0.34203	1.81175	0.144507	
2606	1580406981.334642987	-0.113908	-4.81563	-3.06079	0.0298629	1.38712	-0.496695	
2607	1580406981.342679943	2.87397	6.14219	7.84155	-0.112031	2.78879	-1.902	
2608	1580406981.350727633	1.84989	-3.73394	2.65126	0.0868465	2.37792	-0.427772	
2609	1580406981.358718258	2.52503	-0.0282214	5.99301	-0.153893	1.70041	-1.10405	
2610	1580406981.366661579	1.88918	0.839836	9.1544	0.156656	3.65558	-1.54372	
2611	1580406981.374681305	-0.598793	-7.96835	-1.97183	0.0778915	2.16685	-0.393978	
2612	1580406981.382724532	-0.353109	-0.80062	5.66608	-0.0571181	2.77151	-1.30256	
2613	1580406981.390712477	-4.0601	-7.19049	1.4955	0.339104	2.05636	0.32312	
2614	1580406981.398647491	-2.69913	-6.33366	0.13448	-0.269918	1.0242	-0.0968453	
2615	1580406981.406687182	-2.98615	-0.372006	6.21777	-0.233301	1.14821	-0.160318	
2616	1580406981.414707859	-4.2007	-3.78056	4.73222	0.0455662	0.274008	0.937657	
2617	1580406981.422671424	-3.00353	-2.07359	6.09799	-0.105235	-0.197052	0.542942	
2618	1580406981.430723359	-6.28331	-1.34079	6.49114	0.135517	-0.732781	1.01836	
2619	1580406981.438699652	-7.85128	-5.33954	2.42441	0.248006	-1.94431	1.8979	
2620	1580406981.446721752	-9.93336	-1.21013	6.18281	0.0821706	-2.42908	1.77524	
2621	1580406981.454735523	-11.4223	-4.60326	2.91401	-0.00851264	-2.78771	2.53079	
2622	1580406981.462722222	-11.5181	-4.75638	2.08299	-0.0023268	-3.36588	2.1801	
2623	1580406981.470697955	-9.84877	-1.23658	5.84248	0.0881221	-2.70245	2.04544	
2624	1580406981.478689239	-7.58964	-1.08451	6.59817	-0.0727164	-2.13515	1.693	
2625	1580406981.486748417	-5.30466	-0.896596	6.72284	-0.207259	-1.35689	1.40419	
2626	1580406981.494718939	-4.82525	0.406461	8.55188	0.0340552	-0.926309	1.06007	
2627	1580406981.502679918	-5.19651	-1.57964	6.15656	-0.126389	-0.930905	1.12094	
2628	1580406981.510792083	-4.3721	-1.23585	7.41684	-0.0418854	-0.358152	0.734857	
2629	1580406981.518692445	-5.38739	-3.16505	5.15354	-0.00613924	-0.167846	0.6621	
2630	1580406981.526691628	-6.74369	-6.71865	1.72181	0.247281	-0.273326	1.1156	
2631	1580406981.534699954	-6.45092	-3.24353	4.85202	-0.167679	-0.474298	0.91669	
2632	1580406981.542734311	-5.02776	-5.06688	2.40073	-0.106122	0.00710052	0.761056	
2633	1580406981.550737863	-0.640072	-2.66051	5.07831	-0.0790789	0.982503	-0.0365177	
2634	1580406981.558741158	0.339641	0.213378	7.78064	0.227129	1.95932	-0.439169	
2635	1580406981.566695193	0.25457	-3.62301	4.05009	0.134731	1.62582	-0.474683	
2636	1580406981.574770474	0.545906	-1.96171	4.97707	0.051631	2.47921	-0.897094	
2637	1580406981.582684547	-0.646076	-4.3788	3.33689	-0.0949976	2.41707	-0.730947	
2638	1580406981.590720326	-3.21571	-6.57067	0.800917	-0.0325243	2.08316	-0.431888	
2639	1580406981.598702723	-2.54535	-6.45296	1.95576	-0.00915917	2.14104	-0.308257	
2640	1580406981.606790239	0.163114	-5.86332	1.94087	-0.0292609	2.97398	-0.957978	
2641	1580406981.614675594	3.39968	-1.50497	4.53456	-0.17175	3.62335	-1.46583	
2642	1580406981.622752576	4.97897	-0.475436	5.52644	-0.0691959	3.77981	-1.73683	
2643	1580406981.630704424	3.23816	-2.30907	3.66122	-0.077427	3.42864	-1.55717	
2644	1580406981.638738357	2.51582	-2.42658	3.68914	-0.0683407	3.70028	-1.52759	
2645	1580406981.646764419	-0.12439	-3.38714	2.05688	0.107067	3.18388	-1.26256	
2646	1580406981.654746468	-2.89636	-5.8979	-0.232289	0.137012	2.25345	-0.700713	
2647	1580406981.662866455	-3.09409	-4.74216	0.731424	-0.0677864	2.36421	-0.59062	
2648	1580406981.670787933	0.0169281	-6.17449	2.41837	-0.0128949	2.86513	-0.679624	
2649	1580406981.678726285	0.449088	-5.71579	3.42798	-0.117974	2.40865	-0.65014	
2650	1580406981.686739874	2.28897	-2.63752	5.81132	-0.081701	2.87825	-0.843627	
2651	1580406981.694709210	0.913139	-3.55543	4.72631	-0.130622	2.62036	-0.681929	
2652	1580406981.702804618	-0.859529	-3.40361	3.88259	-0.147224	1.76625	-0.608144	
2653	1580406981.710707724	-2.05742	-4.0589	3.46627	-0.292232	1.64767	-0.515557	
2654	1580406981.718719049	-2.06769	-5.24202	3.18869	-0.0586339	2.1647	-0.598601	
2655	1580406981.726714165	-0.551126	-4.4375	3.64353	-0.165854	2.90062	-1.11299	
2656	1580406981.734735813	-0.0395238	-4.63886	3.62408	0.0615906	3.04559	-0.990415	
2657	1580406981.742742063	0.295129	-2.17691	6.93362	0.00168966	2.7562	-0.855522	
2658	1580406981.750729900	0.963543	-2.72721	5.93085	-0.0986741	2.63687	-0.743478	
2659	1580406981.758709343	-1.02525	-0.759626	7.94549	-0.17511	1.94447	-0.376791	
2660	1580406981.766778679	-5.44043	-2.60139	5.1796	-0.200421	-0.0905949	0.663539	
2661	1580406981.774681433	-6.25375	-2.09587	5.40028	-0.199392	-0.315754	0.778443	
2662	1580406981.782730263	-8.70085	-2.97884	4.50124	-0.163087	-0.891368	1.11408	
2663	1580406981.790705129	-9.69336	-3.83279	3.89614	-0.135888	-1.73789	1.63934	
2664	1580406981.798720228	-11.1269	-2.92768	5.26776	-0.17711	-2.19934	2.11005	
2665	1580406981.806727372	-9.47676	-4.02517	3.88856	-0.0819126	-2.56546	2.17563	
2666	1580406981.814727617	-8.0495	-2.6259	6.04121	-0.0842065	-2.35894	1.90296	
2667	1580406981.822721951	-8.0352	-3.95658	4.68008	0.0259073	-2.59794	2.15027	
2668	1580406981.822721951	-8.16297	-4.04197	4.70951	0.07479	-2.46027	2.2196	
2669	1580406981.838748482	-7.68487	-4.19067	3.22994	-0.44555	-2.19282	1.65916	
2670	1580406981.846771897	-8.60255	-2.85981	4.63089	-0.318738	-1.82412	1.6443	
2671	1580406981.854724288	-9.13571	-6.02838	1.26303	-0.348429	-2.06465	1.79692	
2672	1580406981.862774253	-7.17219	-5.01534	3.84941	0.0805969	-0.925863	1.34892	
2673	1580406981.870757234	-4.25294	-5.29395	2.08343	-0.0756167	-0.408022	0.6436	
2674	1580406981.878776285	-1.77721	-3.69962	4.82384	0.166739	0.677098	0.340175	
2675	1580406981.886749145	-1.54624	-1.80351	6.52078	0.130447	0.616689	0.242852	
2676	1580406981.894760715	-0.958294	-3.22285	5.00368	0.0398094	0.541199	0.335953	
2677	1580406981.902726440	-1.59869	-2.6194	4.90794	-0.0391463	1.24413	-0.161709	
2678	1580406981.910768950	-4.07499	-5.56841	1.60894	-0.279115	-0.116552	0.046743	
2679	1580406981.918773811	-4.70379	-6.65299	2.52991	0.248102	2.03084	0.439684	
2680	1580406981.926772564	-5.25098	-8.32775	-2.03984	-0.185335	0.861919	-0.0317952	
2681	1580406981.934750067	-4.10707	-7.411	0.911302	-0.265334	1.37998	-0.383902	
2682	1580406981.942740932	0.572275	-6.83436	1.04587	-0.211441	2.51512	-0.621766	
2683	1580406981.950723210	3.27431	-2.02284	6.15669	-0.148858	3.01291	-1.08943	
2684	1580406981.958771991	1.97993	-3.85682	4.27135	-0.116567	2.99706	-0.997173	
2685	1580406981.966722627	3.49521	-3.39165	3.94474	0.0428472	4.31914	-1.23118	
2686	1580406981.974683428	-1.93612	-6.43468	1.21322	-0.366374	1.81284	-1.1187	
2687	1580406981.982764556	-3.21038	-8.9683	-1.4338	0.244765	3.23201	-0.264902	
2688	1580406981.990806218	-1.80044	-8.15847	0.972494	0.0970167	3.21398	-0.815051	
2689	1580406981.998787799	2.65866	-2.80735	5.42854	0.257938	3.89025	-1.54388	
2690	1580406982.006763966	5.75818	-1.61459	6.18412	-0.10281	3.89118	-1.73589	
2691	1580406982.014737052	5.03323	0.180414	8.43822	-0.00863988	3.76737	-1.61215	
2692	1580406982.022760875	2.36226	-3.07843	3.99148	-0.494438	2.02112	-1.86356	
2693	1580406982.030774878	-0.434179	-3.26129	4.6088	-0.137753	2.82236	-1.06135	
2694	1580406982.038744576	-2.35505	-6.66929	1.13017	0.250814	3.21513	-0.119213	
2695	1580406982.046722301	-5.03101	-8.86378	2.18402	-0.0681356	1.90683	-0.000749471	
2696	1580406982.054726468	-2.33661	-8.1931	2.47859	-0.239954	1.49721	-0.276104	
2697	1580406982.062731149	-1.95239	-8.38479	2.41039	-0.0738372	1.73432	-0.105063	
2698	1580406982.070764807	0.943555	-6.82944	1.65695	-0.196856	2.30166	-0.932368	
2699	1580406982.078719882	1.31298	-6.75752	2.55245	0.00687521	3.03484	-1.09809	
2700	1580406982.086804805	-0.0916529	-4.54024	-1.08761	-0.146204	2.60611	-1.06802	
2701	1580406982.094721880	-2.64481	-4.68002	-1.57188	-0.125416	1.64421	-0.58114	
2702	1580406982.102738408	-4.18295	-4.646	-2.49886	-0.273459	0.853086	-0.270641	
2703	1580406982.110775494	-6.72115	-6.04404	-1.59271	-0.156548	0.55801	0.33554	
2704	1580406982.118788979	-8.245	-7.36534	-3.03756	-0.136901	-0.920995	1.10957	
2705	1580406982.126743783	-7.76079	-5.55201	-0.962825	-0.000935701	-1.36105	1.11635	
2706	1580406982.134738215	-6.57975	-3.74966	1.19619	-0.470336	-2.10918	0.502599	
2707	1580406982.142746976	-5.82999	-6.07033	0.568005	0.470926	-0.112474	1.818	
2708	1580406982.150731367	-8.04747	-3.98483	2.30964	0.0200962	-2.01185	1.76167	
2709	1580406982.158746305	-9.08667	-5.03325	0.62925	-0.097528	-2.93656	1.95934	
2710	1580406982.166745989	-9.91591	-5.40478	0.459562	-0.0758452	-3.16332	2.09169	
2711	1580406982.174696006	-11.95	-5.947	-0.257668	-0.0504814	-4.60727	0.0784161	
2712	1580406982.182781554	-13.17	-7.66163	-1.48001	-0.27682	-5.16054	0.421202	
2713	1580406982.190739865	-11.3264	-6.92289	-1.64958	-0.273244	-4.27805	-0.285145	
2714	1580406982.198727134	-9.59069	-6.75148	-0.315195	-0.151037	-3.63312	-0.273767	
2715	1580406982.206706877	-5.07798	-2.51539	3.10882	-0.289728	-2.81109	-1.17851	
2716	1580406982.214748526	-4.30316	-2.71878	3.11674	-0.240281	-2.95439	-1.67755	
2717	1580406982.222740200	-3.96032	-4.13356	3.50816	0.141899	-0.620868	-1.63463	
2718	1580406982.230720326	-6.03799	-5.83994	1.32858	0.201038	-1.72333	-1.39155	
2719	1580406982.238736860	-9.53923	-7.97547	-0.68858	0.232902	-2.34295	-0.926276	
2720	1580406982.246770593	-8.70981	-8.72609	-1.98514	0.0212322	-2.17181	-1.15068	
2721	1580406982.254720587	-3.82996	-6.16925	1.30901	0.18749	-0.572494	-1.922	
2722	1580406982.262700161	0.561378	-3.71503	2.69248	-0.417961	0.0106678	-2.55786	
2723	1580406982.271369125	2.06659	-2.16228	4.71479	0.0810019	0.532251	-2.91255	
2724	1580406982.278694615	1.32	-4.49105	2.2926	-0.384137	0.197812	-3.2204	
2725	1580406982.286755521	1.24988	-4.95548	2.47455	0.0841888	2.13329	-3.30482	
2726	1580406982.294681312	-2.04742	-7.22965	-0.302951	-0.174772	0.998191	-2.8141	
2727	1580406982.302728054	-3.22877	-5.98698	-1.3497	-0.30998	0.398342	-2.83234	
2728	1580406982.310739377	-2.13157	-8.3263	-1.2464	0.0994397	0.890388	-2.66738	
2729	1580406982.318735352	3.06694	-4.53608	2.3955	-0.0888829	2.07211	-3.84879	
2730	1580406982.326721045	4.5898	-4.10061	3.36444	-0.0404339	2.62349	-3.80317	
2731	1580406982.334688584	4.06847	-3.76144	2.35045	-0.213255	2.02638	-3.96458	
2732	1580406982.342788157	3.18058	-4.2591	1.49676	-0.323635	2.43573	-3.81506	
2733	1580406982.350759606	0.358244	-6.99765	-0.509003	-0.147507	1.54725	-3.36209	
2734	1580406982.358743898	-2.3083	-9.06655	-2.28278	-0.0511014	0.985877	-2.87073	
2735	1580406982.366694137	-3.04813	-7.53001	-2.62345	0.0958833	0.845833	-2.82077	
2736	1580406982.374768716	0.357273	-7.54175	-1.99962	-0.00748393	1.44478	-3.01984	
2737	1580406982.382759645	0.208625	-6.08013	-1.70869	-0.20773	0.837447	-3.1662	
2738	1580406982.390754849	0.594234	-4.24201	1.20329	0.147033	0.818464	-2.99305	
2739	1580406982.398716890	-0.764063	-6.47036	0.156775	0.0160986	0.759767	-2.7186	
2740	1580406982.406691900	-2.60457	-7.0338	0.365491	-0.0656346	0.209868	-2.55674	
2741	1580406982.414747333	-3.64835	-7.03463	0.0211496	-0.0768001	-0.127231	-2.50125	
2742	1580406982.422753969	-4.02582	-7.49331	-1.76081	-0.28378	0.119771	-2.73032	
2743	1580406982.430696957	-4.63391	-8.63043	-2.43405	-0.238842	0.815707	-2.78904	
2744	1580406982.438759472	-5.39631	-6.74544	-4.15758	-0.316939	0.279384	-2.75173	
2745	1580406982.446763850	-2.98572	-6.85119	-1.33494	0.142831	0.601995	-2.79531	
2746	1580406982.454730261	-0.878924	-4.94401	1.11508	0.364777	0.493233	-2.73045	
2747	1580406982.462685524	-3.91641	-7.24546	0.627189	0.270539	-0.528643	-1.79286	
2748	1580406982.470792047	-5.00957	-5.96387	0.475309	-0.0684957	-1.8218	-1.6415	
2749	1580406982.478711421	-9.05777	-7.95376	-0.490208	0.240677	-2.69364	-0.787945	
2750	1580406982.486746362	-10.2898	-7.80218	-0.876046	0.167061	-2.9867	-0.625073	
2751	1580406982.494743219	-11.1703	-8.00096	-0.995241	-0.0689337	-3.68279	-0.165496	
2752	1580406982.502698719	-10.2801	-9.86076	1.10595	0.0183025	-4.07057	0.268414	
2753	1580406982.510718093	-9.11461	-6.59083	2.65246	-0.150966	-4.14129	0.0660343	
2754	1580406982.518736290	-8.20862	-5.87455	2.42856	-0.0798807	-4.20578	-0.0225798	
2755	1580406982.526711670	-8.30469	-5.04739	2.9334	-0.1407	-4.30603	-0.0454561	
2756	1580406982.534710061	-10.8365	-7.00586	0.611714	-0.0485648	-4.87677	0.227458	
2757	1580406982.542676206	-11.9042	-9.24518	-1.2115	-0.0324441	-4.27883	0.180579	
2758	1580406982.550761942	-13.6606	-10.4462	-3.52787	-0.208522	-4.94156	0.548	
2759	1580406982.558708659	-12.9687	-11.5388	-3.96009	-0.00873407	-4.33437	0.303535	
2760	1580406982.566769560	-7.31507	-8.15552	-1.20851	-0.190499	-2.9533	-0.635758	
2761	1580406982.574752241	-2.85331	-6.56425	0.987287	-0.14114	-1.63464	-1.56874	
2762	1580406982.582749766	-3.02076	-7.51172	0.396079	-0.244736	-1.53161	-1.37595	
2763	1580406982.590703170	-3.97443	-7.12058	0.87018	-0.31346	-1.84024	-1.43983	
2764	1580406982.598792394	-5.52435	-7.68606	0.532356	0.0687004	-1.6239	-1.37991	
2765	1580406982.606719343	-7.43275	-9.70232	-1.21421	0.188793	-1.27336	-1.29308	
2766	1580406982.614722755	-7.06362	-9.67736	-1.40536	-0.098092	-1.34089	-1.64562	
2767	1580406982.622715021	-2.79242	-7.01638	1.24998	0.0315581	-0.158377	-2.12986	
2768	1580406982.630764764	1.70566	-3.89687	4.83574	0.0281229	0.898005	-2.93046	
2769	1580406982.638794950	4.86144	-2.51597	6.91104	0.205635	2.1757	-3.56855	
2770	1580406982.646752148	1.79482	-4.00357	4.86337	0.00649661	1.5533	-3.34274	
2771	1580406982.654710401	-0.471303	-4.69502	3.78267	-0.0327615	1.07081	-3.06993	
2772	1580406982.662796596	-2.34589	-6.06677	1.68408	-0.158372	1.17777	-3.01073	
2773	1580406982.670689457	-1.91957	-6.37798	2.30603	-0.141355	1.41786	-3.14892	
2774	1580406982.678692495	-1.18062	-5.0454	3.24293	-0.113884	1.5838	-3.33294	
2775	1580406982.686711689	1.01749	-5.13238	3.73834	-0.329351	1.94291	-3.43159	
2776	1580406982.694770118	2.65262	-2.90278	5.07433	-0.0870164	2.10261	-3.62874	
2777	1580406982.702694503	1.47011	-2.91673	5.53926	-0.111308	2.26146	-3.75962	
2778	1580406982.710723978	0.873792	-2.75489	4.96731	-0.0581859	1.88224	-3.56945	
2779	1580406982.718687955	-1.14188	-2.4243	6.41944	0.0659584	1.64409	-3.2861	
2780	1580406982.726732428	-1.0684	-1.96385	6.33374	-0.156626	1.76571	-3.48835	
2781	1580406982.734724334	-2.71097	-0.951541	7.2009	-0.00475044	1.50306	-3.24743	
2782	1580406982.742751979	-1.97433	-0.96778	6.88279	-0.160829	0.907922	-3.15692	
2783	1580406982.750716624	-0.37119	0.619899	9.25875	-0.264595	1.42427	-3.26716	
2784	1580406982.758757249	0.512148	1.30379	10.4256	-0.139137	1.2514	-3.22659	
2785	1580406982.766717605	1.20048	0.538097	9.5072	0.044937	1.11777	-3.47764	
2786	1580406982.774674540	1.7741	-0.73246	8.16399	0.0415359	1.69798	-3.64226	
2787	1580406982.782687062	0.277507	-2.57417	6.75152	0.235399	2.34626	-3.80085	
2788	1580406982.790779874	-4.28364	-5.13753	2.70015	0.289204	0.656222	-2.80385	
2789	1580406982.798715681	-4.64196	-6.46205	2.09535	0.0979089	0.198721	-2.2341	
2790	1580406982.806726377	-4.01149	-6.50533	1.93362	0.211676	-0.145648	-2.21704	
2791	1580406982.814709197	-3.89393	-5.46283	3.37509	0.0587449	-0.217813	-2.0901	
2792	1580406982.822766183	-4.14205	-3.94492	3.80224	-0.359906	-1.58231	-1.67721	
2793	1580406982.830763964	-5.7684	-4.28131	3.74185	-0.266915	-2.11629	-1.16118	
2794	1580406982.838764460	-6.77092	-4.7119	2.98403	-0.314989	-2.39372	-1.0369	
2795	1580406982.846701137	-11.0009	-7.77259	1.65449	-0.0179898	-3.45409	-0.108732	
2796	1580406982.854700782	-12.9896	-6.35922	0.810289	-0.103578	-4.44974	0.140001	
2797	1580406982.862685053	-11.8936	-6.40599	2.49364	-0.0646341	-4.49634	0.192906	
2798	1580406982.870748326	-7.5807	-1.21022	6.75008	-0.334785	-4.19754	-0.274544	
2799	1580406982.878687416	-4.02733	0.206132	9.5164	-0.0601052	-3.13132	-0.823016	
2800	1580406982.886771049	-5.20768	-0.490398	8.49125	-0.0135506	-3.30809	-0.803958	
2801	1580406982.894773992	-6.246	-1.64742	7.16438	-0.183176	-2.9518	-0.80707	
2802	1580406982.902737052	-8.56925	-3.08516	5.14289	-0.214236	-3.25746	-0.631911	
2803	1580406982.910689014	-11.3507	-6.10135	2.19139	-0.15876	-3.55774	-0.433151	
2804	1580406982.918755134	-9.76973	-6.72341	1.22424	-0.157305	-2.74601	-0.850295	
2805	1580406982.926737391	-5.7124	-6.33764	2.72675	-0.0634745	-1.61364	-1.31019	
2806	1580406982.934686293	-1.47304	-3.42281	5.40631	0.0452684	-0.881354	-1.84736	
2807	1580406982.942687252	-2.12185	-3.24649	4.57882	-0.134104	-1.44049	-1.86981	
2808	1580406982.950809692	-4.08739	-6.47811	2.29824	0.0203704	-0.876584	-1.69956	
2809	1580406982.958714038	-6.58832	-7.98216	-0.232069	-0.232879	-1.23475	-1.71116	
2810	1580406982.966748063	-8.59353	-9.09413	-0.897265	-0.163871	-1.36997	-1.29727	
2811	1580406982.974733206	-6.16677	-8.74345	-1.7949	-0.568876	-0.865566	-1.85474	
2812	1580406982.982754278	-1.87024	-6.92761	0.923653	-0.186643	0.33285	-2.34407	
2813	1580406982.990694804	1.62157	-5.71299	2.52799	-0.0930373	1.36979	-3.0346	
2814	1580406982.998723778	0.16872	-6.1473	1.60856	-0.11731	0.76037	-2.88214	
2815	1580406983.006725491	-3.33395	-8.67226	-0.612893	0.133413	0.642822	-2.4597	
2816	1580406983.014778129	-1.85566	-8.07681	-0.131504	0.00826838	1.28374	-3.17101	
2817	1580406983.022756274	-3.81401	-9.53845	-0.902856	0.101176	1.26892	-2.82466	
2818	1580406983.030717256	-3.94634	-7.9205	0.15376	-0.0757956	1.17518	-2.7959	
2819	1580406983.038712586	-1.73493	-8.0994	0.0531995	-0.00969663	1.44272	-3.24707	
2820	1580406983.046799566	-1.85785	-6.97235	1.12623	-0.300694	1.7293	-3.16758	
2821	1580406983.054709319	-0.169789	-6.47185	1.48245	-0.355645	1.75253	-3.44604	
2822	1580406983.062748863	0.856405	-3.75492	3.82441	-0.294492	1.83044	-3.53576	
2823	1580406983.070707642	1.74662	-3.10727	4.71359	-0.256956	2.19582	-3.74606	
2824	1580406983.078728991	0.622284	-2.60547	4.73514	-0.306211	1.74542	-3.68076	
2825	1580406983.086730386	-3.07348	-5.2054	3.42911	-0.0846839	0.748731	-2.63125	
2826	1580406983.094731811	-4.91306	-5.42048	2.09897	-0.180471	0.17566	-2.51193	
2827	1580406983.102698308	-1.83212	-4.66172	2.20991	-0.289354	0.898309	-3.05914	
2828	1580406983.110709558	0.793106	-3.50679	5.01924	-0.345664	1.31775	-3.36879	
2829	1580406983.118758799	2.05492	-0.623392	6.50929	-0.649793	1.09793	-3.52813	
2830	1580406983.126732461	3.62218	-1.38104	6.9369	-0.19684	2.20356	-3.81063	
2831	1580406983.134705131	0.81166	-3.22633	4.35555	-0.33236	1.77381	-3.50097	
2832	1580406983.142809098	-4.09416	-4.85088	2.17285	-0.359349	0.318008	-2.64495	
2833	1580406983.150728402	-7.11965	-7.08172	0.291809	-0.150881	-0.303392	-2.06659	
2834	1580406983.158768953	-4.747	-6.67389	1.3367	-0.326186	-0.050382	-2.15252	
2835	1580406983.166750769	-4.464	-5.84278	2.16456	-0.322938	-1.51509	-1.55771	
2836	1580406983.174736425	-2.25044	-5.38704	5.52073	-0.424557	-1.4534	-1.51425	
2837	1580406983.182706822	-4.38875	-5.84642	4.57968	-0.233155	-1.95676	-1.17297	
2838	1580406983.190749696	-7.72312	-8.11383	2.81226	-0.430428	-2.93618	-0.665795	
2839	1580406983.198712157	-12.8853	-9.60739	-0.187044	-0.640037	-4.4674	0.149896	
2840	1580406983.206788695	-13.6076	-11.5287	-0.770525	-0.249878	-4.80745	0.544895	
2841	1580406983.214735497	-10.9662	-11.2624	-1.80662	-0.376626	-4.96854	0.3238	
2842	1580406983.222729734	-6.87681	-9.00304	1.69831	-0.423378	-4.43743	-0.081091	
2843	1580406983.230710137	-4.66615	-6.67201	3.3302	-0.477391	-4.14323	-0.47256	
2844	1580406983.238783723	-6.25243	-7.88515	2.56414	-0.40232	-3.81292	-0.537075	
2845	1580406983.246703847	-9.95505	-10.4102	-0.41399	-0.367003	-4.25837	-0.215863	
2846	1580406983.254723088	-11.4358	-10.6302	-0.863959	-0.200913	-4.05484	-0.186657	
2847	1580406983.262683725	-10.9428	-11.3119	-1.07698	-0.360689	-3.63357	-0.451688	
2848	1580406983.270810233	-7.72801	-9.76914	0.809679	-0.366719	-2.34178	-1.1869	
2849	1580406983.278769636	-5.7439	-9.26089	1.31209	-0.549303	-1.89703	-1.45545	
2850	1580406983.286752045	-4.26832	-8.12774	2.38352	-0.274381	-1.89547	-1.70095	
2851	1580406983.294748226	-6.55338	-10.1395	0.0390191	-0.526261	-1.7283	-1.41464	
2852	1580406983.302759757	-5.45409	-9.87437	0.145502	-0.407774	-1.33781	-1.9492	
2853	1580406983.310745302	-7.13754	-10.5507	-0.776688	-0.489746	-1.31642	-1.82011	
2854	1580406983.318741226	-7.34049	-11.2468	-1.1986	-0.398597	-1.30481	-1.72813	
2855	1580406983.327575852	-4.93964	-9.92074	-0.955254	-0.296091	-0.466353	-2.40988	
2856	1580406983.334680608	-2.93429	-10.1405	0.931363	-0.346716	0.33039	-2.66556	
2857	1580406983.334680608	-3.02694	-10.19	0.822401	-0.361988	0.259798	-2.66753	
2858	1580406983.350680621	-0.192467	-6.25717	3.71433	-0.402673	0.977567	-3.2276	
2859	1580406983.358687385	0.731096	-6.14284	5.52405	-0.528108	1.52219	-3.65042	
2860	1580406983.366745535	-0.937053	-5.61909	2.7227	-0.299971	1.43729	-3.69866	
2861	1580406983.374669238	-3.77385	-7.22521	1.49204	-0.408007	1.14299	-3.27551	
2862	1580406983.382783658	-4.07249	-8.27622	0.526558	-0.203924	1.13064	-3.30988	
2863	1580406983.390679372	-1.72927	-7.5008	1.48712	-0.441866	1.37492	-3.5192	
2864	1580406983.398698334	1.79794	-7.07736	4.50628	-0.403707	2.10508	-3.75454	
2865	1580406983.406718708	1.20917	-5.61045	4.63336	-0.347645	1.46546	-3.69957	
2866	1580406983.414701855	0.786029	-5.2754	5.12623	-0.475481	1.51027	-3.67564	
2867	1580406983.422689835	-1.81713	-6.43226	3.47349	-0.531725	1.13105	-3.21997	
2868	1580406983.430789200	-3.86783	-7.6306	2.73144	-0.363786	0.69972	-2.92102	
2869	1580406983.438767371	-4.81439	-6.93332	3.47449	-0.142578	0.153749	-2.85318	
2870	1580406983.446747232	-0.774107	-4.89647	6.29743	0.19483	0.756081	-3.18519	
2871	1580406983.454688799	3.99254	-0.183026	11.2819	-0.0427835	1.77521	-4.00953	
2872	1580406983.462743419	4.2542	0.901213	12.7047	-0.328511	1.7807	-3.92188	
2873	1580406983.470766838	4.38929	1.04706	12.0074	-0.28364	2.45369	-4.48713	
