seq	time	fx	fy	fz	tx	ty	tz	
110	1580482312.936729910	23.8983	-0.932048	-8.80978	0.150414	-5.53437	3.36436	
111	1580482312.944689241	25.8281	-1.43831	-9.76782	0.227626	-5.45756	3.34549	
112	1580482312.952668093	23.7882	-1.09055	-8.67557	0.227608	-5.52076	3.40663	
113	1580482312.960689528	25.8652	-1.61532	-9.64106	0.176163	-5.3305	3.26729	
114	1580482312.968734166	25.4512	-1.34424	-9.66578	0.227618	-5.41573	3.28953	
115	1580482312.976688587	25.179	-1.53907	-9.12904	0.176163	-5.3768	3.25662	
116	1580482312.984686360	24.479	-1.79401	-9.41183	0.304807	-5.64315	3.50273	
117	1580482312.992692097	23.7563	-1.43138	-8.84477	0.253331	-5.54322	3.38534	
118	1580482313.000707668	23.5962	-1.62525	-8.87373	0.201886	-5.64493	3.45941	
119	1580482313.008639282	25.252	-1.27096	-9.63519	0.201888	-5.38311	3.23736	
120	1580482313.016677810	26.0377	-1.32796	-9.61641	0.176174	-5.28168	3.18577	
121	1580482313.024668292	24.4825	-1.57777	-9.39339	0.201884	-5.52472	3.30232	
122	1580482313.032686817	25.6024	-1.91823	-9.67914	0.176161	-5.33973	3.29856	
123	1580482313.040689021	24.4113	-0.790602	-9.48996	0.227608	-5.52455	3.3101	
124	1580482313.048665529	23.8901	-0.099406	-9.50764	0.201894	-5.57014	3.24271	
125	1580482313.056699240	24.4607	-1.58424	-9.32001	0.176156	-5.4966	3.48986	
126	1580482313.064656700	26.3444	-1.12237	-10.0568	0.201868	-5.37896	3.2845	
127	1580482313.072696004	25.1463	-0.31039	-9.91873	0.253342	-5.42418	3.24301	
128	1580482313.080668153	24.8674	-1.17014	-9.15668	0.176151	-5.33632	3.22658	
129	1580482313.088691222	25.0456	-1.07703	-9.54099	0.150431	-5.38758	3.3409	
130	1580482313.096683347	24.9496	-0.612215	-10.1897	0.0732404	-5.5559	3.2745	
131	1580482313.104696346	25.2774	-0.679442	-10.031	0.253341	-5.4337	3.24799	
132	1580482313.112659715	25.0243	-1.88741	-9.33775	0.253339	-5.46515	3.29977	
133	1580482313.120632920	25.4646	-1.1485	-9.68241	0.253342	-5.37814	3.19253	
134	1580482313.128692844	25.492	-1.08916	-9.71163	0.279069	-5.49848	3.31092	
135	1580482313.136659107	25.8124	-0.949323	-9.40787	0.150428	-5.28967	3.25205	
136	1580482313.144618925	25.3167	-1.69333	-9.15644	0.176157	-5.24199	3.33525	
137	1580482313.152618455	24.5149	-0.797393	-9.21581	0.227609	-5.41458	3.29084	
138	1580482313.160694382	24.8936	-1.01789	-9.771	0.279069	-5.55561	3.3054	
139	1580482313.168670557	25.1011	-1.41358	-9.41785	0.176157	-5.50243	3.33003	
140	1580482313.176659833	25.7911	-1.68774	-9.98082	0.253337	-5.47271	3.33715	
141	1580482313.184634037	25.3813	-2.46907	-9.42097	0.176154	-5.38806	3.41902	
142	1580482313.193269056	25.1498	-1.14017	-9.49584	0.20188	-5.44641	3.21186	
143	1580482313.200665726	24.5482	-0.00720883	-9.30649	0.253348	-5.45245	3.20618	
144	1580482313.208631439	24.5444	-1.13354	-9.82192	0.176154	-5.60408	3.36934	
145	1580482313.216645168	24.1009	-1.14658	-9.90098	0.279065	-5.61435	3.3724	
146	1580482313.224684189	25.6961	-1.42465	-9.98057	0.25333	-5.54802	3.29911	
147	1580482313.232659791	25.853	-0.626803	-10.5653	-0.029674	-5.42551	3.2102	
148	1580482313.240652201	24.4306	-1.37942	-9.57731	0.150415	-5.55634	3.46305	
149	1580482313.248683349	25.8426	-1.92736	-9.24858	0.253344	-5.16853	3.2814	
150	1580482313.256789850	24.4134	-0.593545	-9.80757	0.176147	-5.65262	3.26261	
151	1580482313.264659933	25.4865	-1.49354	-9.68595	0.227617	-5.54658	3.40547	
152	1580482313.272697811	25.0924	-1.7094	-9.52189	0.279079	-5.45911	3.35565	
153	1580482313.280699697	25.0572	-1.29345	-9.32626	0.227612	-5.31661	3.30345	
154	1580482313.288805110	24.2103	-2.67759	-8.74831	0.330523	-5.51413	3.57397	
155	1580482313.296695874	24.4821	-0.968817	-9.94428	0.304786	-5.60072	3.34594	
156	1580482313.304693915	24.255	-0.248136	-10.0026	0.176154	-5.57908	3.23569	
157	1580482313.312696033	24.8831	-2.05929	-8.74923	0.150429	-5.4008	3.36671	
158	1580482313.320715294	26.2681	-1.79555	-9.55306	0.176167	-5.24051	3.23722	
159	1580482313.328702917	25.5439	-0.541336	-10.2225	0.227611	-5.39163	3.22968	
160	1580482313.336694921	24.8816	-1.19915	-9.84328	0.201898	-5.39429	3.28306	
161	1580482313.344653297	24.8334	-1.10776	-9.7472	0.20187	-5.51455	3.34827	
162	1580482313.352709569	25.7473	-2.46333	-9.25467	0.253335	-5.35645	3.40941	
163	1580482313.360714938	25.7614	-1.82576	-10.0572	0.150431	-5.4367	3.24014	
164	1580482313.368646437	25.6078	-1.77009	-9.75266	0.201885	-5.40027	3.42966	
165	1580482313.376684587	25.797	-1.0382	-9.94032	0.279067	-5.35624	3.18474	
166	1580482313.384731033	25.0294	-1.29919	-9.19117	0.227598	-5.3814	3.31948	
167	1580482313.392724573	25.5749	-1.32829	-9.61494	0.176154	-5.4277	3.32628	
168	1580482313.400692009	25.4347	-0.807417	-9.54742	0.279065	-5.34422	3.20569	
169	1580482313.408694450	25.834	-1.04475	-10.1096	0.2019	-5.38505	3.24975	
170	1580482313.416784929	24.5484	-1.24742	-9.06094	0.330518	-5.52935	3.43464	
171	1580482313.424700423	25.1331	-1.32319	-10.2382	0.279067	-5.52085	3.31791	
172	1580482313.432650634	25.0821	-0.975348	-10.0296	0.201875	-5.54452	3.36705	
173	1580482313.440675429	24.7881	-1.0714	-9.75428	0.176164	-5.58926	3.27349	
174	1580482313.448735808	25.6143	-0.313914	-10.2254	0.176143	-5.38033	3.11661	
175	1580482313.456696229	24.1415	-1.47693	-9.14534	0.201883	-5.48714	3.39849	
176	1580482313.464669581	25.1708	-2.03289	-9.26804	0.433442	-5.33742	3.44315	
177	1580482313.472692064	24.1187	-0.424982	-9.73172	0.124708	-5.6545	3.25219	
178	1580482313.480695830	25.3408	-0.401289	-9.67976	0.279058	-5.41938	3.17584	
179	1580482313.488686054	25.2981	-0.550464	-10.0528	0.176148	-5.46287	3.28005	
180	1580482313.496698293	24.9935	-0.689885	-9.63403	0.176151	-5.48332	3.21252	
181	1580482313.504698201	24.4462	-0.116542	-9.98764	0.253323	-5.60819	3.26959	
182	1580482313.512683327	24.6702	-0.777759	-9.56676	0.25334	-5.35689	3.26623	
183	1580482313.520692263	25.1264	-0.372593	-9.5966	0.304796	-5.4877	3.33033	
184	1580482313.528641433	25.4113	-0.972995	-9.65507	0.176163	-5.38954	3.21263	
185	1580482313.536710936	25.4456	-0.69244	-9.44964	0.201876	-5.3144	3.32547	
186	1580482313.544681444	25.3692	-0.0501072	-10.4187	0.150423	-5.54681	3.17721	
187	1580482313.552690947	24.3762	-0.330725	-9.84292	0.227619	-5.60566	3.23852	
188	1580482313.560679731	26.1008	-0.253157	-10.7293	0.176153	-5.4192	3.10667	
189	1580482313.568710228	25.6509	-0.648413	-10.212	0.150434	-5.4044	3.19058	
190	1580482313.576681053	24.8288	-1.1537	-9.73683	0.227619	-5.44707	3.22944	
191	1580482313.584673172	24.108	-1.14464	-9.68914	0.176164	-5.63558	3.39545	
192	1580482313.592698303	24.3744	-1.50286	-8.85656	0.150429	-5.4655	3.28983	
193	1580482313.600698883	26.4338	-1.52656	-9.93842	0.330534	-5.21397	3.23396	
194	1580482313.608670697	24.6672	-1.495	-9.62036	0.253333	-5.56	3.27436	
195	1580482313.616658540	25.3213	-1.52926	-9.77266	0.20189	-5.4592	3.32608	
196	1580482313.624699566	25.1795	-1.45106	-9.65699	0.15043	-5.37253	3.38931	
197	1580482313.632718532	24.0585	-1.55218	-9.11649	0.253344	-5.55868	3.39071	
198	1580482313.640771648	25.0684	0.226881	-9.55483	0.150429	-5.40626	3.08832	
199	1580482313.648700852	26.5954	-1.77853	-9.90531	0.201882	-5.32653	3.20953	
200	1580482313.656692138	24.2809	-1.01424	-9.0405	0.150437	-5.48408	3.35969	
201	1580482313.664664272	25.9742	-1.13986	-9.9455	0.330528	-5.43856	3.29761	
202	1580482313.672746302	25.0499	-1.15213	-9.7606	0.150435	-5.48162	3.36159	
203	1580482313.680712444	25.6425	-1.37788	-9.61176	0.201878	-5.49036	3.25276	
204	1580482313.688689233	25.6943	-1.56919	-9.63774	0.356253	-5.45442	3.27702	
205	1580482313.696658112	25.1044	-1.45813	-9.3085	0.253351	-5.30184	3.28248	
206	1580482313.704727674	23.6405	-0.741105	-8.93438	0.124702	-5.52556	3.24999	
207	1580482313.712720577	25.2286	-0.671046	-9.69765	0.40771	-5.41531	3.1404	
208	1580482313.720700473	23.7793	-2.0412	-9.03837	0.2019	-5.60862	3.49708	
209	1580482313.728711343	25.929	0.0678541	-10.6151	0.201886	-5.51327	3.22213	
210	1580482313.736772646	25.517	-1.15894	-10.3449	0.279071	-5.44618	3.16891	
211	1580482313.744705714	25.0459	-2.20719	-9.31048	0.227607	-5.5394	3.43016	
212	1580482313.752714929	24.8797	-0.431684	-9.93877	0.0989746	-5.60948	3.18761	
213	1580482313.760664645	24.8042	-1.85977	-8.99053	0.2019	-5.48435	3.35497	
214	1580482313.768741176	24.9717	-1.45059	-10.1975	0.227615	-5.61634	3.38589	
215	1580482313.776657117	25.2577	-1.18736	-9.46361	0.176153	-5.3713	3.31755	
216	1580482313.784701067	25.6882	-0.312591	-10.3632	0.176147	-5.41851	3.10256	
217	1580482313.792717524	23.8397	-0.600387	-9.08973	0.253347	-5.5206	3.36816	
218	1580482313.800723340	26.1191	0.0545754	-10.3171	0.150406	-5.36339	3.15358	
219	1580482313.808693825	23.5655	-1.48904	-8.571	0.279055	-5.49212	3.43257	
220	1580482313.816705817	23.8986	-1.0608	-9.01354	0.253335	-5.53605	3.30958	
221	1580482313.824697833	25.5413	-1.61349	-10.0741	0.304783	-5.52695	3.35658	
222	1580482313.832728586	25.8085	-0.930645	-9.84394	0.201891	-5.3877	3.19771	
223	1580482313.840694830	24.616	-0.495277	-9.79465	0.201889	-5.5819	3.3279	
224	1580482313.848694502	24.4545	-0.806116	-9.70459	0.201867	-5.54477	3.39708	
225	1580482313.856709474	26.1988	-1.11564	-9.58385	0.356248	-5.25849	3.21174	
226	1580482313.864753916	25.4469	-1.79146	-10.3573	0.12471	-5.60023	3.45682	
227	1580482313.872697005	25.0354	-0.524201	-10.2172	0.150434	-5.61177	3.29675	
228	1580482313.880644390	23.8399	-0.702621	-9.30459	0.201889	-5.52347	3.31117	
229	1580482313.888721450	25.2865	-0.838832	-9.72264	0.279069	-5.47021	3.24284	
230	1580482313.896640708	25.2673	-0.773984	-9.86549	0.176161	-5.4563	3.19286	
231	1580482313.904734008	24.9679	-1.30261	-9.89719	0.2276	-5.66723	3.33168	
232	1580482313.912731457	24.7128	-0.411702	-10.0573	0.304791	-5.43922	3.25345	
233	1580482313.920713289	25.7356	-1.97407	-9.43934	0.253349	-5.28358	3.28407	
234	1580482313.928755437	25.178	-0.231332	-10.0812	0.201892	-5.48959	3.23607	
235	1580482313.936727501	25.5791	-0.831588	-10.1605	0.201877	-5.55197	3.29391	
236	1580482313.944745180	24.377	-1.25823	-9.53165	0.176163	-5.51142	3.34314	
237	1580482313.952718885	24.7112	-0.206495	-10.1076	0.176167	-5.54749	3.29371	
238	1580482313.960739638	25.5118	-0.221957	-10.02	0.227631	-5.41281	3.13756	
239	1580482313.968735228	24.3499	-1.48187	-9.32846	0.253343	-5.54508	3.42235	
240	1580482313.976723518	25.6868	-1.67915	-9.46175	0.227611	-5.39014	3.37359	
241	1580482313.984724607	25.0344	-0.851793	-9.77093	0.330529	-5.47153	3.35628	
242	1580482313.984724607	25.0344	-0.851793	-9.77093	0.330529	-5.47153	3.35628	
243	1580482314.000729446	25.0205	-0.970795	-9.59783	0.201887	-5.39051	3.2446	
244	1580482314.008744491	25.0201	-0.702909	-10.0174	0.201907	-5.50347	3.23368	
245	1580482314.016716033	24.5875	-1.90674	-8.9357	0.253353	-5.34851	3.39872	
246	1580482314.024708189	25.8551	-1.32449	-9.4189	0.201886	-5.34009	3.28619	
247	1580482314.032718305	25.0742	-0.738262	-9.86427	0.227612	-5.35216	3.27273	
248	1580482314.040740511	25.7408	-1.14984	-9.42585	0.17618	-5.35218	3.27653	
249	1580482314.048640736	24.1919	-1.00141	-9.4846	0.201894	-5.62056	3.35584	
250	1580482314.056771625	25.4002	-0.634708	-9.73732	0.3048	-5.36135	3.24638	
251	1580482314.064724312	24.3209	-1.76064	-9.09927	0.304795	-5.53992	3.57109	
252	1580482314.072721496	25.7162	-1.30573	-9.73895	0.176153	-5.40516	3.447	
253	1580482314.080746149	24.4335	-2.13475	-8.68448	0.150434	-5.38634	3.39734	
254	1580482314.088750370	25.3189	-0.372491	-9.89786	0.227614	-5.45027	3.20752	
255	1580482314.096684131	24.6454	-1.30341	-8.98044	0.124716	-5.44574	3.31073	
256	1580482314.104691543	24.2236	-0.594671	-9.42076	0.227626	-5.51641	3.29072	
257	1580482314.112696231	25.5482	-1.45859	-9.22385	0.227619	-5.29074	3.28087	
258	1580482314.120713037	25.0198	-0.818712	-9.89254	0.253338	-5.49205	3.24446	
259	1580482314.120713037	25.0198	-0.818712	-9.89254	0.253338	-5.49205	3.24446	
260	1580482314.136720031	24.9338	-0.625627	-10.2192	0.201887	-5.62206	3.31199	
261	1580482314.144715116	25.8559	-1.29804	-9.97048	0.124704	-5.47292	3.18801	
262	1580482314.152727437	25.001	-0.306445	-9.22438	0.176159	-5.34966	3.15105	
263	1580482314.160731138	24.5409	-0.992788	-9.10813	0.176148	-5.46803	3.28808	
264	1580482314.168702084	25.1152	-0.777867	-9.79825	0.27908	-5.44905	3.27829	
265	1580482314.176702304	24.9104	-0.861721	-9.2888	0.0217959	-5.42699	3.24298	
266	1580482314.184718978	25.1802	-1.40431	-9.40877	0.176159	-5.47672	3.25813	
267	1580482314.192663023	25.3217	-1.54536	-9.75725	0.35624	-5.42097	3.39184	
268	1580482314.200703473	24.8329	0.0674356	-10.0082	0.150432	-5.45097	3.10476	
269	1580482314.208682534	24.2654	-0.686527	-9.80121	0.227627	-5.65072	3.35579	
270	1580482314.208682534	24.2654	-0.686527	-9.80121	0.227627	-5.65072	3.35579	
271	1580482314.224672444	24.6371	0.120372	-9.15701	0.124696	-5.31425	3.15188	
272	1580482314.232650512	24.9239	-1.29063	-9.40625	0.253347	-5.65083	3.29004	
273	1580482314.240651152	26.3008	-1.8963	-10.1396	0.150429	-5.32891	3.32306	
274	1580482314.248658227	26.358	-2.01951	-9.99858	0.279074	-5.3129	3.1336	
275	1580482314.256649027	25.1977	-1.34915	-8.71775	0.279064	-5.18051	3.31991	
276	1580482314.264659323	25.1047	-1.5679	-9.44092	0.176169	-5.51639	3.32258	
277	1580482314.272614669	24.2698	-0.480146	-9.50742	0.330544	-5.52338	3.22267	
278	1580482314.280663758	26.4241	-0.108947	-10.829	0.124707	-5.46262	3.19825	
279	1580482314.288678805	25.3095	0.304889	-10.4997	0.201883	-5.453	3.14345	
280	1580482314.296665066	25.1167	-1.02619	-9.71257	0.17617	-5.42904	3.32247	
281	1580482314.304675941	24.8668	-1.22854	-9.59199	0.201881	-5.46381	3.36729	
282	1580482314.312676530	24.4007	-0.782529	-9.59012	0.176158	-5.57256	3.3882	
283	1580482314.320655417	25.4017	-0.883317	-10.1276	0.176168	-5.4302	3.25963	
284	1580482314.328683304	24.7592	-1.7815	-9.55855	0.227614	-5.47903	3.31509	
285	1580482314.336684798	25.5644	-2.23454	-10.0003	0.253354	-5.49346	3.45531	
286	1580482314.344697292	24.8793	-0.83652	-9.98278	0.150437	-5.55989	3.22282	
287	1580482314.352682656	24.9688	0.118582	-10.1316	0.201887	-5.55675	3.23922	
288	1580482314.360684998	25.6032	-0.570651	-9.90392	0.124702	-5.41862	3.26429	
289	1580482314.368643243	25.9629	-1.15157	-10.1137	0.253355	-5.34715	3.15228	
290	1580482314.376716050	24.9562	-1.68263	-9.36656	0.2019	-5.53284	3.37497	
291	1580482314.384724332	24.751	-1.06749	-9.57942	0.124701	-5.49892	3.31605	
292	1580482314.392744819	23.8521	-0.765561	-9.70442	0.176159	-5.5424	3.24952	
293	1580482314.400686750	24.3128	-1.11304	-9.16172	0.279055	-5.45457	3.2884	
294	1580482314.408764084	25.7624	-1.82423	-10.06	0.150417	-5.37574	3.3473	
295	1580482314.416703809	24.9831	-0.896997	-9.67755	0.330515	-5.39777	3.29458	
296	1580482314.424700075	25.1838	-0.210501	-9.40512	0.176156	-5.3809	3.12203	
297	1580482314.432713376	25.231	-0.862537	-9.85252	0.227623	-5.49163	3.19336	
298	1580482314.440711428	25.5479	-0.934464	-10.0439	0.176165	-5.466	3.34627	
299	1580482314.448694558	24.1506	-1.03135	-9.49934	0.279067	-5.5976	3.45885	
300	1580482314.456691119	25.585	-1.55209	-9.80283	0.201882	-5.49378	3.40326	
301	1580482314.464691125	24.4559	-0.916618	-9.16331	0.176156	-5.57198	3.22359	
302	1580482314.472731841	25.2073	-1.99218	-9.13767	0.201894	-5.42912	3.44182	
303	1580482314.480693218	24.5132	-2.04499	-8.92756	0.330527	-5.36011	3.50341	
304	1580482314.488693889	24.7227	-0.920125	-9.54097	0.201891	-5.58466	3.29645	
305	1580482314.496699272	25.3656	-2.11744	-9.18699	0.176164	-5.38488	3.454	
306	1580482314.504661202	25.7579	-1.22612	-10.4046	0.356252	-5.39527	3.31376	
307	1580482314.512671876	24.2333	-0.998008	-9.30424	0.150452	-5.51709	3.30586	
308	1580482314.520689307	25.0035	-1.77185	-9.13044	0.22762	-5.38678	3.3978	
309	1580482314.528695866	23.6926	-1.02753	-9.36931	0.201887	-5.60252	3.43979	
310	1580482314.536724070	25.7126	-1.39829	-9.95592	0.253341	-5.43305	3.34611	
311	1580482314.544690622	26.3806	-0.459797	-10.1393	0.227614	-5.32425	3.13136	
312	1580482314.552694142	25.6282	-1.39008	-9.71452	0.227623	-5.4231	3.29542	
313	1580482314.560671150	25.7357	-2.14086	-9.81055	0.22762	-5.44184	3.37043	
314	1580482314.568710436	25.9079	-0.352676	-9.90005	0.150426	-5.32081	3.10338	
315	1580482314.576690709	24.2955	-0.142586	-9.96279	0.279066	-5.60503	3.35664	
316	1580482314.584697799	25.0382	-1.29423	-9.57234	0.17617	-5.50227	3.31072	
317	1580482314.592657791	24.2946	-0.0884778	-10.0606	0.20188	-5.6088	3.12082	
318	1580482314.600722657	25.8633	-0.959112	-9.75251	0.124693	-5.27888	3.17159	
319	1580482314.608686639	24.8936	-0.588124	-9.80848	0.176155	-5.4725	3.27348	
320	1580482314.616687905	24.63	-0.935224	-9.23987	0.150434	-5.4545	3.21079	
321	1580482314.624649999	26.1693	-1.02943	-9.98833	0.253343	-5.36932	3.27421	
322	1580482314.632681978	26.002	-0.042602	-10.6992	0.150434	-5.46772	3.11648	
323	1580482314.640664368	25.1946	-0.67603	-9.25258	0.15043	-5.30453	3.27186	
324	1580482314.648689817	23.9582	0.808559	-9.58371	0.17615	-5.41778	3.18213	
325	1580482314.656662754	24.3269	-0.983646	-9.61023	0.201888	-5.50744	3.39711	
326	1580482314.664701299	24.7369	0.284583	-9.92005	0.15045	-5.53605	3.2801	
327	1580482314.672696079	24.2346	-1.55235	-8.99621	0.176178	-5.38505	3.29807	
328	1580482314.680692849	23.7666	-0.386985	-9.33633	0.227612	-5.62874	3.31197	
329	1580482314.688698289	24.0598	-0.299353	-10.0945	0.227618	-5.67386	3.3749	
330	1580482314.696703522	25.3182	-0.91732	-9.57663	0.25334	-5.53645	3.2954	
331	1580482314.704716829	25.3816	-1.61466	-9.89864	0.253335	-5.54747	3.37777	
332	1580482314.712686226	25.5918	-0.284561	-10.4373	0.330531	-5.50138	3.22895	
333	1580482314.720700430	23.683	-2.16707	-9.08193	0.176145	-5.62252	3.51424	
334	1580482314.728743254	25.2906	-0.296878	-9.60887	0.124702	-5.40198	3.24537	
335	1580482314.736639349	25.067	-1.45191	-9.28224	0.330526	-5.41492	3.37645	
336	1580482314.744688761	25.576	-0.538002	-9.81013	0.150429	-5.42016	3.15348	
337	1580482314.752697871	25.3606	-2.24303	-9.53192	0.27907	-5.45005	3.45611	
338	1580482314.760705095	25.6112	-2.42089	-9.91462	0.253342	-5.48475	3.41509	
339	1580482314.768665559	24.8861	-0.768929	-9.8057	0.201893	-5.55962	3.28285	
340	1580482314.776692975	25.464	-2.32593	-9.95573	0.253339	-5.48709	3.49126	
341	1580482314.784695282	25.4315	-0.578161	-9.93906	0.17617	-5.49174	3.13416	
342	1580482314.792759723	25.6692	-1.32955	-9.23107	0.2276	-5.29638	3.32842	
343	1580482314.800703247	25.7626	-2.17547	-9.79685	0.253346	-5.467	3.41714	
344	1580482314.808682330	24.9516	-0.402392	-10.1048	0.279072	-5.44866	3.28406	
345	1580482314.816703667	25.912	-1.06837	-10.0263	0.253338	-5.35268	3.18091	
346	1580482314.824798014	26.1072	-0.812197	-10.2627	0.279062	-5.31345	3.12242	
347	1580482314.832702176	24.9626	-0.608876	-9.82987	0.176172	-5.50053	3.26155	
348	1580482314.840702584	23.948	-0.133646	-9.87978	0.176159	-5.62772	3.28781	
349	1580482314.848712331	25.6471	-1.11361	-9.61321	0.201886	-5.41568	3.21412	
